,Batch Id,batch_cpu_queue_length
637,637,1
638,638,1
639,639,0
640,640,0
641,641,0
642,642,0
643,643,0
644,644,1
645,645,0
646,646,0
647,647,0
648,648,0
649,649,0
650,650,0
651,651,1
652,652,0
653,653,1
654,654,0
655,655,0
656,656,0
657,657,0
658,658,0
659,659,0
660,660,0
661,661,0
662,662,0
663,663,0
664,664,0
665,665,0
666,666,0
667,667,0
668,668,0
669,669,0
670,670,0
671,671,0
672,672,0
673,673,0
674,674,0
675,675,0
676,676,0
677,677,0
678,678,1
679,679,0
680,680,0
681,681,0
682,682,0
683,683,0
684,684,0
685,685,0
686,686,0
687,687,0
688,688,0
689,689,0
690,690,0
691,691,0
692,692,0
693,693,0
694,694,2
695,695,1
696,696,0
697,697,0
698,698,0
699,699,0
700,700,0
701,701,0
702,702,0
703,703,0
704,704,0
705,705,0
706,706,0
707,707,0
708,708,0
709,709,0
710,710,0
711,711,0
712,712,0
713,713,0
714,714,0
715,715,0
716,716,0
717,717,0
718,718,1
719,719,0
720,720,0
721,721,0
722,722,0
723,723,1
724,724,0
725,725,0
726,726,0
727,727,0
728,728,0
729,729,0
730,730,0
731,731,0
732,732,0
733,733,0
734,734,0
735,735,1
736,736,1
737,737,0
738,738,0
739,739,0
740,740,0
741,741,1
742,742,0
743,743,0
744,744,0
745,745,0
746,746,0
747,747,0
748,748,0
749,749,0
750,750,0
751,751,0
752,752,0
753,753,0
754,754,0
755,755,0
756,756,0
757,757,1
758,758,1
759,759,0
760,760,0
761,761,0
762,762,0
763,763,0
764,764,0
765,765,0
766,766,0
767,767,0
768,768,1
769,769,0
770,770,1
771,771,0
772,772,0
773,773,0
774,774,0
775,775,0
776,776,0
777,777,0
778,778,1
779,779,0
780,780,0
781,781,0
782,782,1
783,783,0
784,784,1
785,785,0
786,786,0
787,787,0
788,788,0
789,789,1
790,790,0
791,791,1
792,792,0
793,793,0
794,794,0
795,795,0
796,796,0
797,797,1
798,798,0
799,799,0
800,800,0
801,801,0
802,802,0
803,803,0
804,804,0
805,805,0
806,806,0
807,807,0
808,808,0
809,809,0
810,810,0
811,811,0
812,812,0
813,813,0
814,814,1
815,815,1
816,816,0
817,817,0
818,818,0
819,819,0
820,820,0
821,821,0
822,822,1
823,823,1
824,824,0
825,825,0
826,826,0
827,827,0
828,828,1
829,829,0
830,830,0
831,831,0
832,832,0
833,833,0
834,834,0
835,835,0
836,836,0
837,837,0
838,838,1
839,839,1
840,840,0
841,841,0
842,842,1
843,843,0
844,844,0
845,845,0
846,846,1
847,847,0
848,848,0
849,849,0
850,850,0
851,851,0
852,852,0
853,853,1
854,854,1
855,855,1
856,856,0
857,857,1
858,858,0
859,859,0
860,860,1
861,861,1
862,862,0
863,863,0
864,864,0
865,865,0
866,866,0
867,867,0
868,868,0
869,869,0
870,870,0
871,871,0
872,872,0
873,873,0
874,874,0
875,875,0
876,876,0
877,877,0
878,878,1
879,879,0
880,880,0
881,881,0
882,882,0
883,883,0
884,884,0
885,885,0
886,886,0
887,887,0
888,888,0
889,889,0
890,890,0
891,891,1
892,892,1
893,893,0
894,894,0
895,895,0
896,896,0
897,897,0
898,898,0
899,899,0
900,900,0
901,901,0
902,902,1
903,903,0
904,904,0
905,905,0
906,906,0
907,907,0
908,908,0
909,909,0
910,910,0
911,911,0
912,912,0
913,913,0
914,914,0
915,915,0
916,916,0
917,917,0
918,918,1
919,919,1
920,920,2
921,921,1
922,922,0
923,923,0
924,924,0
925,925,0
926,926,0
927,927,0
928,928,0
929,929,0
930,930,0
931,931,0
932,932,0
933,933,0
934,934,0
935,935,0
936,936,0
937,937,0
938,938,0
939,939,0
940,940,0
941,941,0
942,942,0
943,943,0
944,944,0
945,945,1
946,946,0
947,947,0
948,948,0
949,949,0
950,950,0
951,951,0
952,952,0
953,953,0
954,954,1
955,955,0
956,956,0
957,957,1
958,958,0
959,959,0
960,960,0
961,961,0
962,962,0
963,963,0
964,964,0
965,965,0
966,966,0
967,967,0
968,968,0
969,969,0
970,970,0
971,971,0
972,972,0
973,973,0
974,974,0
975,975,0
976,976,0
977,977,0
978,978,0
979,979,0
980,980,0
981,981,0
982,982,0
983,983,0
984,984,0
985,985,0
986,986,0
987,987,0
988,988,0
989,989,0
990,990,1
991,991,0
992,992,0
993,993,0
994,994,0
995,995,0
996,996,0
997,997,1
998,998,1
999,999,0
1000,1000,0
1001,1001,0
1002,1002,0
1003,1003,1
1004,1004,0
1005,1005,0
1006,1006,0
1007,1007,0
1008,1008,0
1009,1009,0
1010,1010,0
1011,1011,1
1012,1012,0
1013,1013,0
1014,1014,0
1015,1015,1
1016,1016,0
1017,1017,0
1018,1018,0
1019,1019,0
1020,1020,0
1021,1021,0
1022,1022,0
1023,1023,0
1024,1024,0
1025,1025,0
1026,1026,1
1027,1027,0
1028,1028,0
1029,1029,0
1030,1030,0
1031,1031,0
1032,1032,0
1033,1033,0
1034,1034,0
1035,1035,0
1036,1036,0
1037,1037,0
1038,1038,0
1039,1039,0
1040,1040,0
1041,1041,0
1042,1042,0
1043,1043,0
1044,1044,0
1045,1045,1
1046,1046,1
1047,1047,0
1048,1048,0
1049,1049,0
1050,1050,0
1051,1051,0
1052,1052,1
1053,1053,1
1054,1054,1
1055,1055,0
1056,1056,0
1057,1057,0
1058,1058,1
1059,1059,0
1060,1060,0
1061,1061,0
1062,1062,0
1063,1063,1
1064,1064,0
1065,1065,0
1066,1066,0
1067,1067,0
1068,1068,0
1069,1069,0
1070,1070,0
1071,1071,0
1072,1072,0
1073,1073,0
1074,1074,0
1075,1075,0
1076,1076,0
1077,1077,0
1078,1078,1
1079,1079,0
1080,1080,0
1081,1081,0
1082,1082,0
1083,1083,0
1084,1084,0
1085,1085,1
1086,1086,0
1087,1087,1
1088,1088,0
1089,1089,1
1090,1090,0
1091,1091,0
1092,1092,0
1093,1093,0
1094,1094,0
1095,1095,0
1096,1096,1
1097,1097,0
1098,1098,0
1099,1099,1
1100,1100,0
1101,1101,0
1102,1102,0
1103,1103,0
1104,1104,0
1105,1105,0
1106,1106,0
1107,1107,0
1108,1108,0
1109,1109,0
1110,1110,0
1111,1111,0
1112,1112,0
1113,1113,0
1114,1114,0
1115,1115,0
1116,1116,0
1117,1117,0
1118,1118,0
1119,1119,0
1120,1120,0
1121,1121,0
1122,1122,0
1123,1123,0
1124,1124,0
1125,1125,0
1126,1126,0
1127,1127,0
1128,1128,0
1129,1129,0
1130,1130,0
1131,1131,0
1132,1132,1
1133,1133,1
1134,1134,0
1135,1135,0
1136,1136,0
1137,1137,0
1138,1138,0
1139,1139,0
1140,1140,0
1141,1141,0
1142,1142,0
1143,1143,0
1144,1144,0
1145,1145,0
1146,1146,0
1147,1147,0
1148,1148,1
1149,1149,0
1150,1150,0
1151,1151,0
1152,1152,0
1153,1153,0
1154,1154,0
1155,1155,0
1156,1156,0
1157,1157,0
1158,1158,0
1159,1159,0
1160,1160,1
1161,1161,1
1162,1162,0
1163,1163,0
1164,1164,0
1165,1165,0
1166,1166,0
1167,1167,1
1168,1168,0
1169,1169,0
1170,1170,0
1171,1171,0
1172,1172,0
1173,1173,0
1174,1174,0
1175,1175,0
1176,1176,0
1177,1177,0
1178,1178,0
1179,1179,0
1180,1180,0
1181,1181,0
1182,1182,0
1183,1183,0
1184,1184,0
1185,1185,0
1186,1186,0
1187,1187,0
1188,1188,0
1189,1189,0
1190,1190,0
1191,1191,2
1192,1192,2
1193,1193,1
1194,1194,0
1195,1195,0
1196,1196,0
1197,1197,0
1198,1198,0
1199,1199,0
1200,1200,0
1201,1201,0
1202,1202,0
1203,1203,0
1204,1204,0
1205,1205,0
1206,1206,1
1207,1207,1
1208,1208,0
1209,1209,0
1210,1210,1
1211,1211,0
1212,1212,0
1213,1213,0
1214,1214,1
1215,1215,1
1216,1216,1
1217,1217,2
1218,1218,2
1219,1219,2
1220,1220,2
1221,1221,2
1222,1222,2
1223,1223,2
1224,1224,1
1225,1225,1
1226,1226,1
1227,1227,1
1228,1228,1
1229,1229,3
1230,1230,3
1231,1231,4
1232,1232,4
1233,1233,4
1234,1234,4
1235,1235,4
1236,1236,4
1237,1237,4
1238,1238,4
1239,1239,5
1240,1240,6
1241,1241,6
1242,1242,6
1243,1243,6
1244,1244,6
1245,1245,8
1246,1246,8
1247,1247,8
1248,1248,8
1249,1249,9
1250,1250,9
1251,1251,9
1252,1252,9
1253,1253,9
1254,1254,8
1255,1255,8
1256,1256,7
1257,1257,6
1258,1258,7
1259,1259,6
1260,1260,5
1261,1261,4
1262,1262,6
1263,1263,5
1264,1264,4
1265,1265,4
1266,1266,4
1267,1267,3
1268,1268,2
1269,1269,1
1270,1270,0
1271,1271,1
1272,1272,0
1273,1273,0
1274,1274,0
1275,1275,0
1276,1276,0
1277,1277,0
1278,1278,0
1279,1279,0
1280,1280,0
1281,1281,2
1282,1282,4
1283,1283,4
1284,1284,4
1285,1285,4
1286,1286,4
1287,1287,5
1288,1288,5
1289,1289,5
1290,1290,6
1291,1291,6
1292,1292,6
1293,1293,6
1294,1294,7
1295,1295,8
1296,1296,8
1297,1297,8
1298,1298,9
1299,1299,10
1300,1300,10
1301,1301,10
1302,1302,10
1303,1303,10
1304,1304,10
1305,1305,11
1306,1306,11
1307,1307,11
1308,1308,12
1309,1309,12
1310,1310,12
1311,1311,12
1312,1312,12
1313,1313,12
1314,1314,13
1315,1315,13
1316,1316,13
1317,1317,13
1318,1318,13
1319,1319,13
1320,1320,13
1321,1321,13
1322,1322,13
1323,1323,13
1324,1324,13
1325,1325,13
1326,1326,13
1327,1327,13
1328,1328,13
1329,1329,13
1330,1330,13
1331,1331,13
1332,1332,13
1333,1333,13
1334,1334,14
1335,1335,14
1336,1336,14
1337,1337,14
1338,1338,15
1339,1339,15
1340,1340,15
1341,1341,15
1342,1342,15
1343,1343,15
1344,1344,15
1345,1345,15
1346,1346,16
1347,1347,16
1348,1348,16
1349,1349,15
1350,1350,15
1351,1351,15
1352,1352,15
1353,1353,16
1354,1354,16
1355,1355,16
1356,1356,16
1357,1357,16
1358,1358,16
1359,1359,16
1360,1360,16
1361,1361,16
1362,1362,16
1363,1363,16
1364,1364,16
1365,1365,16
1366,1366,16
1367,1367,17
1368,1368,17
1369,1369,17
1370,1370,17
1371,1371,17
1372,1372,17
1373,1373,17
1374,1374,17
1375,1375,17
1376,1376,18
1377,1377,18
1378,1378,18
1379,1379,19
1380,1380,20
1381,1381,20
1382,1382,20
1383,1383,20
1384,1384,20
1385,1385,20
1386,1386,20
1387,1387,20
1388,1388,20
1389,1389,20
1390,1390,22
1391,1391,22
1392,1392,22
1393,1393,22
1394,1394,22
1395,1395,23
1396,1396,23
1397,1397,22
1398,1398,22
1399,1399,22
1400,1400,22
1401,1401,23
1402,1402,22
1403,1403,22
1404,1404,22
1405,1405,22
1406,1406,22
1407,1407,22
1408,1408,22
1409,1409,22
1410,1410,22
1411,1411,23
1412,1412,23
1413,1413,24
1414,1414,24
1415,1415,24
1416,1416,25
1417,1417,26
1418,1418,26
1419,1419,26
1420,1420,29
1421,1421,29
1422,1422,30
1423,1423,31
1424,1424,31
1425,1425,32
1426,1426,33
1427,1427,33
1428,1428,34
1429,1429,34
1430,1430,34
1431,1431,34
1432,1432,36
1433,1433,36
1434,1434,36
1435,1435,36
1436,1436,36
1437,1437,37
1438,1438,37
1439,1439,36
1440,1440,35
1441,1441,35
1442,1442,36
1443,1443,36
1444,1444,35
1445,1445,34
1446,1446,34
1447,1447,34
1448,1448,34
1449,1449,34
1450,1450,33
1451,1451,33
1452,1452,32
1453,1453,31
1454,1454,32
1455,1455,31
1456,1456,30
1457,1457,30
1458,1458,30
1459,1459,31
1460,1460,31
1461,1461,31
1462,1462,31
1463,1463,31
1464,1464,31
1465,1465,33
1466,1466,33
1467,1467,33
1468,1468,34
1469,1469,34
1470,1470,34
1471,1471,34
1472,1472,35
1473,1473,35
1474,1474,35
1475,1475,35
1476,1476,35
1477,1477,35
1478,1478,36
1479,1479,37
1480,1480,38
1481,1481,38
1482,1482,38
1483,1483,39
1484,1484,39
1485,1485,38
1486,1486,39
1487,1487,39
1488,1488,39
1489,1489,39
1490,1490,39
1491,1491,38
1492,1492,38
1493,1493,37
1494,1494,36
1495,1495,37
1496,1496,37
1497,1497,37
1498,1498,37
1499,1499,37
1500,1500,38
1501,1501,38
1502,1502,37
1503,1503,37
1504,1504,37
1505,1505,38
1506,1506,37
1507,1507,37
1508,1508,38
1509,1509,39
1510,1510,38
1511,1511,37
1512,1512,37
1513,1513,37
1514,1514,37
1515,1515,37
1516,1516,37
1517,1517,37
1518,1518,36
1519,1519,36
1520,1520,37
1521,1521,37
1522,1522,37
1523,1523,37
1524,1524,38
1525,1525,38
1526,1526,39
1527,1527,39
1528,1528,39
1529,1529,39
1530,1530,40
1531,1531,40
1532,1532,40
1533,1533,41
1534,1534,41
1535,1535,44
1536,1536,44
1537,1537,45
1538,1538,46
1539,1539,46
1540,1540,46
1541,1541,46
1542,1542,46
1543,1543,46
1544,1544,47
1545,1545,47
1546,1546,47
1547,1547,47
1548,1548,47
1549,1549,47
1550,1550,48
1551,1551,48
1552,1552,50
1553,1553,50
1554,1554,50
1555,1555,50
1556,1556,50
1557,1557,50
1558,1558,50
1559,1559,50
1560,1560,50
1561,1561,50
1562,1562,51
1563,1563,51
1564,1564,51
1565,1565,51
1566,1566,51
1567,1567,51
1568,1568,51
1569,1569,51
1570,1570,50
1571,1571,50
1572,1572,50
1573,1573,50
1574,1574,50
1575,1575,49
1576,1576,48
1577,1577,49
1578,1578,50
1579,1579,50
1580,1580,50
1581,1581,50
1582,1582,50
1583,1583,50
1584,1584,50
1585,1585,50
1586,1586,51
1587,1587,51
1588,1588,52
1589,1589,52
1590,1590,52
1591,1591,52
1592,1592,52
1593,1593,53
1594,1594,53
1595,1595,53
1596,1596,54
1597,1597,55
1598,1598,55
1599,1599,55
1600,1600,55
1601,1601,56
1602,1602,56
1603,1603,56
1604,1604,56
1605,1605,56
1606,1606,56
1607,1607,56
1608,1608,56
1609,1609,55
1610,1610,54
1611,1611,53
1612,1612,53
1613,1613,52
1614,1614,52
1615,1615,52
1616,1616,52
1617,1617,52
1618,1618,53
1619,1619,53
1620,1620,53
1621,1621,53
1622,1622,53
1623,1623,53
1624,1624,53
1625,1625,53
1626,1626,53
1627,1627,53
1628,1628,54
1629,1629,54
1630,1630,53
1631,1631,53
1632,1632,53
1633,1633,53
1634,1634,54
1635,1635,54
1636,1636,54
1637,1637,54
1638,1638,54
1639,1639,54
1640,1640,53
1641,1641,52
1642,1642,53
1643,1643,53
1644,1644,53
1645,1645,53
1646,1646,53
1647,1647,52
1648,1648,52
1649,1649,52
1650,1650,52
1651,1651,52
1652,1652,53
1653,1653,53
1654,1654,53
1655,1655,52
1656,1656,51
1657,1657,51
1658,1658,51
1659,1659,51
1660,1660,52
1661,1661,52
1662,1662,53
1663,1663,53
1664,1664,54
1665,1665,54
1666,1666,55
1667,1667,56
1668,1668,57
1669,1669,57
1670,1670,57
1671,1671,57
1672,1672,57
1673,1673,59
1674,1674,60
1675,1675,60
1676,1676,60
1677,1677,61
1678,1678,62
1679,1679,63
1680,1680,63
1681,1681,63
1682,1682,63
1683,1683,63
1684,1684,63
1685,1685,63
1686,1686,63
1687,1687,63
1688,1688,63
1689,1689,63
1690,1690,63
1691,1691,63
1692,1692,64
1693,1693,64
1694,1694,64
1695,1695,64
1696,1696,64
1697,1697,63
1698,1698,63
1699,1699,63
1700,1700,63
1701,1701,63
1702,1702,63
1703,1703,63
1704,1704,63
1705,1705,65
1706,1706,65
1707,1707,65
1708,1708,65
1709,1709,65
1710,1710,65
1711,1711,65
1712,1712,65
1713,1713,67
1714,1714,67
1715,1715,67
1716,1716,67
1717,1717,67
1718,1718,67
1719,1719,67
1720,1720,67
1721,1721,67
1722,1722,67
1723,1723,67
1724,1724,67
1725,1725,66
1726,1726,66
1727,1727,66
1728,1728,66
1729,1729,67
1730,1730,67
1731,1731,67
1732,1732,67
1733,1733,67
1734,1734,67
1735,1735,67
1736,1736,68
1737,1737,67
1738,1738,66
1739,1739,65
1740,1740,66
1741,1741,68
1742,1742,68
1743,1743,67
1744,1744,66
1745,1745,66
1746,1746,67
1747,1747,68
1748,1748,70
1749,1749,70
1750,1750,70
1751,1751,70
1752,1752,71
1753,1753,71
1754,1754,71
1755,1755,71
1756,1756,71
1757,1757,71
1758,1758,72
1759,1759,72
1760,1760,71
1761,1761,71
1762,1762,72
1763,1763,72
1764,1764,72
1765,1765,73
1766,1766,73
1767,1767,74
1768,1768,74
1769,1769,74
1770,1770,73
1771,1771,72
1772,1772,71
1773,1773,70
1774,1774,70
1775,1775,72
1776,1776,72
1777,1777,72
1778,1778,72
1779,1779,73
1780,1780,72
1781,1781,73
1782,1782,73
1783,1783,73
1784,1784,72
1785,1785,71
1786,1786,70
1787,1787,70
1788,1788,70
1789,1789,70
1790,1790,70
1791,1791,69
1792,1792,68
1793,1793,68
1794,1794,69
1795,1795,69
1796,1796,68
1797,1797,68
1798,1798,68
1799,1799,68
1800,1800,68
1801,1801,68
1802,1802,68
1803,1803,68
1804,1804,68
1805,1805,68
1806,1806,68
1807,1807,69
1808,1808,69
1809,1809,69
1810,1810,70
1811,1811,70
1812,1812,71
1813,1813,72
1814,1814,72
1815,1815,72
1816,1816,72
1817,1817,71
1818,1818,70
1819,1819,70
1820,1820,70
1821,1821,70
1822,1822,70
1823,1823,70
1824,1824,69
1825,1825,68
1826,1826,67
1827,1827,66
1828,1828,68
1829,1829,68
1830,1830,67
1831,1831,66
1832,1832,67
1833,1833,67
1834,1834,67
1835,1835,68
1836,1836,69
1837,1837,69
1838,1838,69
1839,1839,69
1840,1840,68
1841,1841,68
1842,1842,67
1843,1843,67
1844,1844,66
1845,1845,65
1846,1846,65
1847,1847,65
1848,1848,64
1849,1849,64
1850,1850,64
1851,1851,64
1852,1852,64
1853,1853,64
1854,1854,64
1855,1855,63
1856,1856,62
1857,1857,61
1858,1858,60
1859,1859,60
1860,1860,59
1861,1861,58
1862,1862,57
1863,1863,57
1864,1864,56
1865,1865,55
1866,1866,55
1867,1867,56
1868,1868,55
1869,1869,55
1870,1870,55
1871,1871,56
1872,1872,56
1873,1873,56
1874,1874,56
1875,1875,56
1876,1876,56
1877,1877,56
1878,1878,56
1879,1879,56
1880,1880,56
1881,1881,56
1882,1882,56
1883,1883,56
1884,1884,56
1885,1885,56
1886,1886,56
1887,1887,56
1888,1888,56
1889,1889,56
1890,1890,57
1891,1891,57
1892,1892,57
1893,1893,56
1894,1894,55
1895,1895,55
1896,1896,55
1897,1897,55
1898,1898,55
1899,1899,55
1900,1900,55
1901,1901,55
1902,1902,55
1903,1903,56
1904,1904,55
1905,1905,56
1906,1906,56
1907,1907,56
1908,1908,56
1909,1909,56
1910,1910,56
1911,1911,56
1912,1912,56
1913,1913,56
1914,1914,57
1915,1915,57
1916,1916,57
1917,1917,57
1918,1918,58
1919,1919,58
1920,1920,58
1921,1921,57
1922,1922,57
1923,1923,56
1924,1924,56
1925,1925,55
1926,1926,54
1927,1927,53
1928,1928,54
1929,1929,53
1930,1930,53
1931,1931,54
1932,1932,54
1933,1933,54
1934,1934,54
1935,1935,54
1936,1936,54
1937,1937,54
1938,1938,55
1939,1939,55
1940,1940,55
1941,1941,56
1942,1942,56
1943,1943,56
1944,1944,56
1945,1945,57
1946,1946,57
1947,1947,58
1948,1948,58
1949,1949,59
1950,1950,59
1951,1951,59
1952,1952,59
1953,1953,59
1954,1954,61
1955,1955,62
1956,1956,62
1957,1957,62
1958,1958,62
1959,1959,61
1960,1960,60
1961,1961,60
1962,1962,61
1963,1963,61
1964,1964,61
1965,1965,61
1966,1966,61
1967,1967,61
1968,1968,61
1969,1969,61
1970,1970,61
1971,1971,61
1972,1972,62
1973,1973,63
1974,1974,63
1975,1975,64
1976,1976,64
1977,1977,65
1978,1978,65
1979,1979,65
1980,1980,65
1981,1981,66
1982,1982,66
1983,1983,66
1984,1984,66
1985,1985,67
1986,1986,67
1987,1987,67
1988,1988,67
1989,1989,67
1990,1990,68
1991,1991,69
1992,1992,68
1993,1993,68
1994,1994,68
