,Request Id,request_scheduling_delay,cdf
155,155,10.129207478995568,0.0835
156,156,10.171000779308422,0.084
225,225,11.602942489574247,0.0845
172,172,11.855805580586505,0.085
224,224,11.874880722055487,0.0855
223,223,11.937053010863856,0.086
175,175,11.950378413876393,0.0865
176,176,11.98829206078306,0.087
222,222,12.045131473647906,0.0875
169,169,12.067011633104315,0.088
170,170,12.071892009684028,0.0885
174,174,12.07355171565068,0.089
173,173,12.080127289329717,0.0895
168,168,12.087964180088058,0.09
226,226,12.10348393951326,0.0905
221,221,12.214479573148722,0.091
171,171,12.286541110596424,0.0915
228,228,12.464148514021637,0.092
227,227,12.580068165801393,0.0925
220,220,12.82836445400386,0.093
229,229,12.865562453047765,0.0935
233,233,13.607543769999879,0.094
234,234,13.727706379475627,0.0945
230,230,13.764543951624304,0.095
231,231,13.8038955371741,0.0955
232,232,13.835294768479777,0.096
219,219,13.8644466633773,0.0965
218,218,14.20097738441951,0.097
216,216,14.483421478101711,0.0975
217,217,14.537562061573752,0.098
198,198,14.96269632511018,0.0985
196,196,15.023262264989285,0.099
195,195,15.082630578708518,0.0995
197,197,15.1119087156057,0.1
235,235,15.11327046922922,0.1005
205,205,15.135213860330992,0.101
211,211,15.190938670945293,0.1015
215,215,15.206145977379379,0.102
194,194,15.252704118234284,0.1025
212,212,15.257935829180056,0.103
214,214,15.275170986141802,0.1035
213,213,15.325836763530958,0.104
203,203,15.330182238296572,0.1045
191,191,15.385650512886897,0.105
186,186,15.409714513690332,0.1055
204,204,15.414626905706328,0.106
210,210,15.420288570578272,0.1065
201,201,15.422379370456376,0.107
202,202,15.443616504634036,0.1075
190,190,15.448687221796149,0.108
193,193,15.466226351928363,0.1085
189,189,15.46941896595677,0.109
208,208,15.483471167790569,0.1095
206,206,15.513906623354956,0.11
192,192,15.533758314981867,0.1105
207,207,15.576020203089513,0.111
209,209,15.600373545576396,0.1115
185,185,15.619686548087955,0.112
199,199,15.68765114245705,0.1125
187,187,15.7604522181039,0.113
178,178,15.80112405755954,0.1135
177,177,15.8091155754405,0.114
180,180,15.862474409308476,0.1145
184,184,15.867701104906388,0.115
188,188,15.871502145404904,0.1155
179,179,15.886775626788179,0.116
200,200,15.933341583297029,0.1165
182,182,16.311357440607978,0.117
183,183,16.448803077736763,0.1175
181,181,16.45640923484656,0.118
238,238,17.074517471675208,0.1185
247,247,17.088511643033655,0.119
248,248,17.11159635568221,0.1195
249,249,17.145470866091003,0.12
237,237,17.162338523289115,0.1205
244,244,17.17106368304504,0.121
245,245,17.17679014616248,0.1215
246,246,17.236825920551922,0.122
239,239,17.236924752527976,0.1225
243,243,17.26708547605518,0.123
250,250,17.275356274732573,0.1235
236,236,17.399269361768845,0.124
242,242,17.54416561449355,0.1245
259,259,17.625165487855405,0.125
257,257,17.640716563541467,0.1255
258,258,17.75076616349868,0.126
254,254,17.828158397920973,0.1265
255,255,17.865971875276713,0.127
253,253,17.878802277844464,0.1275
252,252,17.965420382461858,0.128
256,256,18.018335756802117,0.1285
251,251,18.10203135535125,0.129
241,241,18.243588597877597,0.1295
240,240,18.526463306274763,0.13
260,260,20.91982057544888,0.1305
268,268,21.592827544647946,0.131
269,269,21.63063354469483,0.1315
262,262,21.66447088236073,0.132
267,267,21.68985308831752,0.1325
261,261,21.94710012707452,0.133
265,265,21.979539768652813,0.1335
266,266,21.985847539929964,0.134
263,263,22.1045434178329,0.1345
264,264,22.130774173866385,0.135
273,273,22.89507681208741,0.1355
274,274,22.94313527466437,0.136
272,272,22.953423521200392,0.1365
270,270,23.039656922739752,0.137
271,271,23.100552822388323,0.1375
382,382,29.349247139201154,0.138
380,380,29.588165822776517,0.1385
381,381,29.65906234147515,0.139
378,378,29.754022554902733,0.1395
383,383,29.7633234533031,0.14
379,379,29.769583521291565,0.1405
377,377,29.823565044827888,0.141
376,376,30.026933488543662,0.1415
375,375,30.079830218544274,0.142
373,373,30.8604377718341,0.1425
374,374,30.893951583819216,0.143
372,372,30.996372787185635,0.1435
406,406,31.12817823731025,0.144
405,405,31.255048068637336,0.1445
404,404,31.288508331760838,0.145
401,401,31.31086809455597,0.1455
403,403,31.356714842519338,0.146
402,402,31.39847990570601,0.1465
371,371,31.657740027934906,0.147
370,370,31.825692647794398,0.1475
367,367,32.1830548838343,0.148
368,368,32.222881246460574,0.1485
369,369,32.24914298186623,0.149
365,365,32.29277633760235,0.1495
366,366,32.37055267410683,0.15
364,364,32.492566821115645,0.1505
362,362,32.73151110977456,0.151
363,363,32.78086961793203,0.1515
400,400,32.95076462581858,0.152
399,399,32.97580847505111,0.1525
398,398,33.28946370117583,0.153
397,397,33.74878851714317,0.1535
396,396,34.07521222772915,0.154
395,395,34.509417283312075,0.1545
392,392,34.5581531062323,0.155
394,394,34.559035397942566,0.1555
361,361,34.606789314103025,0.156
393,393,34.61593226101665,0.1565
360,360,34.69276516390018,0.157
391,391,34.94444205660916,0.1575
390,390,35.05788540533841,0.158
388,388,35.07001172435987,0.1585
389,389,35.10251777724136,0.159
356,356,35.42442269503387,0.1595
359,359,35.445918145313584,0.16
358,358,35.45389906953595,0.1605
357,357,35.46726232295546,0.161
386,386,35.512244620823196,0.1615
355,355,35.53388343216265,0.162
384,384,35.58627661285193,0.1625
387,387,35.61565253754348,0.163
385,385,35.64827583683035,0.1635
353,353,35.67599009405768,0.164
354,354,35.706596974272074,0.1645
350,350,35.736381650769076,0.165
351,351,35.78398444505255,0.1655
352,352,35.8224597602306,0.166
349,349,36.2676120173642,0.1665
348,348,36.331539086441566,0.167
347,347,36.943686781750216,0.1675
346,346,37.12255089532121,0.168
345,345,37.633816874045124,0.1685
344,344,37.71899055040954,0.169
338,338,37.851716481138894,0.1695
339,339,37.860070161623355,0.17
342,342,37.91304718113736,0.1705
340,340,37.950845529429316,0.171
343,343,37.95946665880872,0.1715
341,341,37.99702764542768,0.172
337,337,38.5212254051352,0.1725
336,336,38.62069905303666,0.173
335,335,38.644187823904176,0.1735
334,334,39.06837320672125,0.174
332,332,39.078157310856696,0.1745
328,328,39.136229642411664,0.175
333,333,39.14966353724189,0.1755
329,329,39.16278919739355,0.176
330,330,39.20683960937305,0.1765
331,331,39.243569413811755,0.177
315,315,39.296530844276475,0.1775
326,326,39.309967059916346,0.178
327,327,39.31711922922263,0.1785
316,316,39.338517503210596,0.179
317,317,39.34193382709249,0.1795
314,314,39.34743658334385,0.18
324,324,39.34849955446644,0.1805
323,323,39.35653101751237,0.181
325,325,39.40401683675546,0.1815
322,322,39.501549668723015,0.182
319,319,39.50677998798615,0.1825
318,318,39.51863725216164,0.183
320,320,39.56716470455355,0.1835
312,312,39.593022431533456,0.184
313,313,39.60091660987166,0.1845
321,321,39.601711758087234,0.185
307,307,39.71680015039203,0.1855
309,309,39.74223239155489,0.186
308,308,39.752739472332536,0.1865
310,310,39.77829889842498,0.187
306,306,39.788320029512164,0.1875
311,311,39.814633147634495,0.188
303,303,39.83230325300778,0.1885
305,305,39.88114764007405,0.189
304,304,39.904656046275676,0.1895
302,302,40.159330102996904,0.19
301,301,40.35186424011667,0.1905
300,300,40.6373700180051,0.191
299,299,40.817737273994894,0.1915
298,298,41.48880094451545,0.192
297,297,41.500908735501596,0.1925
296,296,41.960923428291466,0.193
293,293,42.144016251806974,0.1935
290,290,42.203309904266575,0.194
294,294,42.20508499985347,0.1945
295,295,42.222898742329136,0.195
291,291,42.25088738320086,0.1955
292,292,42.31067246604769,0.196
289,289,42.5404054332717,0.1965
288,288,42.79957104192502,0.197
287,287,42.895527109229334,0.1975
286,286,43.238983090009214,0.198
531,531,43.57795911283722,0.1985
529,529,43.6519754248597,0.199
526,526,43.72516915113309,0.1995
530,530,43.752198193954854,0.2
525,525,43.75908064856978,0.2005
528,528,43.760369355056866,0.201
527,527,43.769444954612396,0.2015
285,285,43.942585137598144,0.202
284,284,44.01721990230722,0.2025
523,523,44.09532436458335,0.203
524,524,44.203579291050005,0.2035
522,522,44.210901252198454,0.204
521,521,44.271690109624814,0.2045
520,520,44.37387304764039,0.205
283,283,44.390210259379586,0.2055
518,518,44.39505210621169,0.206
517,517,44.43278411860885,0.2065
519,519,44.44109700176537,0.207
513,513,44.55455034900382,0.2075
514,514,44.57923743135569,0.208
515,515,44.65040992360642,0.2085
516,516,44.70369736324619,0.209
512,512,44.92379029178559,0.2095
282,282,45.12978907615802,0.21
280,280,45.184008350834304,0.2105
279,279,45.22975238250034,0.211
278,278,45.26590487720547,0.2115
509,509,45.42248565605183,0.212
511,511,45.441340953512196,0.2125
510,510,45.48100287992571,0.213
281,281,45.49110127537625,0.2135
277,277,45.60122601983315,0.214
508,508,45.72519523638812,0.2145
276,276,45.7613073830684,0.215
505,505,45.76953638912153,0.2155
507,507,45.81359697512556,0.216
506,506,45.823956192880075,0.2165
504,504,45.906689681541025,0.217
502,502,45.97100044278977,0.2175
501,501,45.978579902875964,0.218
503,503,45.99880210066533,0.2185
275,275,46.06212379643448,0.219
500,500,46.87115803490147,0.2195
499,499,47.04092683975776,0.22
493,493,47.40096847091729,0.2205
496,496,47.440300773355574,0.221
498,498,47.46489974726225,0.2215
492,492,47.47734741034037,0.222
494,494,47.47813308554288,0.2225
495,495,47.51198513927153,0.223
497,497,47.55155224774393,0.2235
491,491,47.757079516901314,0.224
490,490,47.78875454269084,0.2245
489,489,48.27507594032947,0.225
488,488,48.3850481684276,0.2255
487,487,48.997558202256144,0.226
486,486,49.06987806216409,0.2265
484,484,49.509264392748904,0.227
485,485,49.61092309055989,0.2275
483,483,50.0678915750084,0.228
481,481,50.49825512374596,0.2285
482,482,50.54842488182149,0.229
480,480,51.14490303255943,0.2295
479,479,51.30410884345859,0.23
478,478,51.52242747559687,0.2305
477,477,51.59693157112527,0.231
476,476,51.92837523322807,0.2315
475,475,52.27671328988376,0.232
474,474,53.13455699224747,0.2325
471,471,53.51648996693143,0.233
472,472,53.54568769466593,0.2335
473,473,53.56711303093469,0.234
470,470,53.74118700481915,0.2345
469,469,53.84718360015495,0.235
468,468,53.862936277048334,0.2355
467,467,54.41437358802091,0.236
465,465,55.164539070098826,0.2365
466,466,55.18678746953401,0.237
463,463,55.35723866467154,0.2375
464,464,55.450667394661764,0.238
462,462,55.51660336582846,0.2385
461,461,55.552007901145046,0.239
460,460,56.079108627763915,0.2395
459,459,56.475390569867514,0.24
458,458,56.679680477551585,0.2405
457,457,56.86586592075301,0.241
456,456,56.91805331252388,0.2415
455,455,57.26207109227053,0.242
454,454,57.735513286723474,0.2425
453,453,57.91304184525184,0.243
452,452,58.19873400170063,0.2435
451,451,58.35133795229807,0.244
449,449,58.53856673405424,0.2445
450,450,58.56231341623118,0.245
448,448,58.697438334616436,0.2455
447,447,58.71030350857059,0.246
446,446,58.776554766794376,0.2465
445,445,59.13253678614585,0.247
444,444,59.216204396447026,0.2475
443,443,59.3836493360628,0.248
442,442,59.4754285297072,0.2485
441,441,59.70409529596495,0.249
439,439,60.02229268641874,0.2495
440,440,60.056510491843596,0.25
438,438,60.12395127408851,0.2505
437,437,60.68114609897381,0.251
435,435,60.8363074920084,0.2515
436,436,60.87006438098783,0.252
434,434,61.12087436021244,0.2525
433,433,61.2571770611834,0.253
432,432,61.32188412236836,0.2535
431,431,61.66684605053753,0.254
430,430,62.19821581234012,0.2545
429,429,62.29174536338229,0.255
428,428,62.4358397580898,0.2555
427,427,62.5257019197454,0.256
426,426,63.96413109730834,0.2565
424,424,64.1152722720375,0.257
425,425,64.15990375574582,0.2575
423,423,64.4172857068122,0.258
422,422,64.45667881173014,0.2585
421,421,64.83883263755344,0.259
420,420,65.26243378715611,0.2595
419,419,65.5031033806513,0.26
417,417,66.30565760412792,0.2605
418,418,66.31881560446948,0.261
416,416,66.38274578960046,0.2615
415,415,66.42309828769768,0.262
414,414,66.51219955949703,0.2625
413,413,66.96627555029818,0.263
412,412,67.08524645009022,0.2635
411,411,67.2005491101664,0.264
410,410,67.57412869028973,0.2645
409,409,67.63729689128549,0.265
407,407,67.78178661673232,0.2655
408,408,67.82746422985545,0.266
648,648,71.38921271653575,0.2665
647,647,71.41920954258072,0.267
646,646,71.52080924208931,0.2675
644,644,71.74123120406585,0.268
645,645,71.75792129364524,0.2685
643,643,71.8972344606861,0.269
642,642,72.28935996347889,0.2695
639,639,72.41597098685722,0.27
640,640,72.45333261850044,0.2705
641,641,72.49418802576449,0.271
638,638,72.55749016420364,0.2715
637,637,72.72320103664805,0.272
635,635,72.78900799694273,0.2725
636,636,72.79167039592315,0.273
634,634,72.91386163772728,0.2735
632,632,72.92619689613122,0.274
633,633,72.9384792126639,0.2745
631,631,73.12039476490762,0.275
629,629,73.59026089867464,0.2755
628,628,73.6298758172444,0.276
630,630,73.63436726005057,0.2765
627,627,73.83128664710702,0.277
626,626,73.85633153456257,0.2775
625,625,74.18662298245582,0.278
624,624,74.27901015015254,0.2785
623,623,74.39319277384323,0.279
622,622,74.83006729024666,0.2795
621,621,75.15090951703974,0.28
620,620,75.23926986826325,0.2805
618,618,75.30938481976739,0.281
619,619,75.35363463710289,0.2815
616,616,75.37127673302359,0.282
617,617,75.39328318074996,0.2825
615,615,75.7460658295249,0.283
614,614,75.93588996842797,0.2835
613,613,76.45597220943614,0.284
612,612,76.75051986647927,0.2845
610,610,76.78261131655304,0.285
611,611,76.85852171815844,0.2855
607,607,77.0130212932165,0.286
608,608,77.07008542738032,0.2865
609,609,77.07751127685927,0.287
606,606,77.37849379340514,0.2875
605,605,77.42406514519905,0.288
604,604,77.4788037881342,0.2885
603,603,77.59614974007744,0.289
602,602,77.63612174412586,0.2895
601,601,77.66702307041427,0.29
598,598,77.70154749733635,0.2905
600,600,77.73066567035013,0.291
599,599,77.73961142859736,0.2915
597,597,78.02692361009187,0.292
595,595,78.31603839683973,0.2925
594,594,78.3314065104237,0.293
596,596,78.37094580462218,0.2935
593,593,78.4848772795338,0.294
591,591,78.86519075812654,0.2945
592,592,78.92049871137914,0.295
590,590,79.2414172199963,0.2955
589,589,79.59286553409763,0.296
588,588,79.70727075082459,0.2965
587,587,79.70871913429104,0.297
583,583,79.9866125076093,0.2975
586,586,79.99411546408652,0.298
584,584,80.01362533822865,0.2985
585,585,80.03534547605187,0.299
581,581,80.11153315377138,0.2995
582,582,80.15761789815451,0.3
578,578,80.16148285222812,0.3005
577,577,80.18420687132462,0.301
579,579,80.1881847601444,0.3015
580,580,80.22021032804284,0.302
575,575,80.25734360340206,0.3025
576,576,80.29326540229104,0.303
573,573,80.39888778322575,0.3035
574,574,80.44145615742315,0.304
572,572,80.55220704008005,0.3045
567,567,80.74695668778756,0.305
568,568,80.76447944704566,0.3055
565,565,80.79091031702626,0.306
570,570,80.80701729640134,0.3065
569,569,80.81214475464938,0.307
571,571,80.81518202203333,0.3075
563,563,80.82400662324395,0.308
564,564,80.82884766327808,0.3085
566,566,80.90015074676808,0.309
561,561,81.10806201647895,0.3095
562,562,81.21132085057462,0.31
560,560,81.29182013568334,0.3105
559,559,82.1549886418517,0.311
558,558,82.51184801902954,0.3115
557,557,82.8164215390373,0.312
555,555,83.18145840633326,0.3125
554,554,83.18783994010931,0.313
556,556,83.22678288417285,0.3135
553,553,83.24272278646984,0.314
552,552,84.05293484048732,0.3145
551,551,84.50576880278936,0.315
549,549,84.65016068362769,0.3155
550,550,84.72428736410873,0.316
548,548,84.80357853197341,0.3165
547,547,84.95397921172565,0.317
543,543,85.09967443117458,0.3175
544,544,85.16755831735779,0.318
545,545,85.20654051709414,0.3185
546,546,85.23677463210353,0.319
541,541,85.28993963096681,0.3195
542,542,85.31896523563057,0.32
540,540,85.38575886582052,0.3205
539,539,85.39487477731885,0.321
538,538,85.39800866757486,0.3215
537,537,85.65228777932697,0.322
535,535,86.04566081379863,0.3225
536,536,86.0760344189309,0.323
534,534,86.14040877965391,0.3235
533,533,87.38993397575291,0.324
532,532,87.53136835577877,0.3245
775,775,91.96445259715662,0.325
774,774,92.02285047764414,0.3255
773,773,92.21659712936835,0.326
772,772,92.408324603415,0.3265
770,770,92.80059464413475,0.327
769,769,92.83689448176563,0.3275
771,771,92.90311431763311,0.328
768,768,93.00403441275827,0.3285
767,767,93.09146428579015,0.329
765,765,93.0955150469211,0.3295
766,766,93.12262332152099,0.33
764,764,93.59684079535947,0.3305
762,762,94.89766646468547,0.331
763,763,94.941498392894,0.3315
761,761,95.04436347955411,0.332
759,759,95.06839264002869,0.3325
760,760,95.09771456301453,0.333
758,758,95.27046057426708,0.3335
757,757,95.3396986520022,0.334
756,756,95.63989454750396,0.3345
755,755,96.26390027540509,0.335
754,754,96.43667734127737,0.3355
753,753,96.4378817693206,0.336
751,751,96.70408624008846,0.3365
752,752,96.75530555576887,0.337
750,750,96.81859908884553,0.3375
749,749,97.52238293986167,0.338
748,748,97.80665800659301,0.3385
747,747,98.00092261661445,0.339
743,743,98.64018722961563,0.3395
745,745,98.64056028119353,0.34
746,746,98.6796706485085,0.3405
744,744,98.68974196521145,0.341
742,742,98.81332727073101,0.3415
741,741,98.98422685397045,0.342
740,740,99.13503875053908,0.3425
739,739,99.1724734078411,0.343
737,737,99.44576426064805,0.3435
738,738,99.54452556318753,0.344
736,736,99.7900626448016,0.3445
735,735,100.37526745884935,0.345
734,734,100.42721705048851,0.3455
733,733,100.48991946581293,0.346
731,731,100.76479252452236,0.3465
732,732,100.76951445665415,0.347
730,730,100.805985498122,0.3475
728,728,101.0594766025574,0.348
727,727,101.07316791439806,0.3485
729,729,101.12536803173924,0.349
726,726,102.14375557125103,0.3495
724,724,102.69979906227286,0.35
725,725,102.70283038798419,0.3505
723,723,102.72787344660304,0.351
722,722,102.98510921118523,0.3515
721,721,103.34414366330563,0.352
720,720,103.58301386356717,0.3525
719,719,103.84433275260182,0.353
717,717,104.16006340824487,0.3535
718,718,104.20657105286628,0.354
716,716,104.43412830707456,0.3545
713,713,104.56245904438765,0.355
715,715,104.56689986452659,0.3555
714,714,104.61556673498848,0.356
712,712,105.43922692377507,0.3565
711,711,105.54151058200142,0.357
707,707,105.67847967435128,0.3575
710,710,105.68709781126114,0.358
708,708,105.71177240547286,0.3585
706,706,105.75731787782726,0.359
709,709,105.80728022136876,0.3595
704,704,105.86629688120925,0.36
705,705,105.93957964757075,0.3605
703,703,105.99213566652912,0.361
701,701,106.1374879739451,0.3615
702,702,106.16380809595492,0.362
699,699,106.37926481927079,0.3625
698,698,106.40964992403812,0.363
700,700,106.42158516026342,0.3635
697,697,106.5422851921312,0.364
694,694,106.59897627059084,0.3645
696,696,106.63114234891694,0.365
695,695,106.6513064194638,0.3655
693,693,106.85073300840759,0.366
691,691,107.07096045109,0.3665
692,692,107.09410976216114,0.367
690,690,107.40977029283616,0.3675
688,688,107.7680940105758,0.368
689,689,107.81390735838863,0.3685
687,687,109.01649929940564,0.369
685,685,109.03888655447628,0.3695
686,686,109.08459073932167,0.37
684,684,109.13480035853283,0.3705
681,681,109.76718424681673,0.371
682,682,109.79678333606574,0.3715
680,680,109.79694807863157,0.372
683,683,109.81199440186035,0.3725
679,679,110.21041523802597,0.373
678,678,110.35720962597031,0.3735
676,676,110.48323686478975,0.374
677,677,110.55739449593273,0.3745
675,675,110.8524473685363,0.375
674,674,110.98481092505804,0.3755
673,673,111.01218489880068,0.376
671,671,111.99443696760002,0.3765
672,672,111.99532935680324,0.377
670,670,112.09576125102902,0.3775
669,669,112.13159456445888,0.378
666,666,112.20124810481175,0.3785
668,668,112.2236319092874,0.379
667,667,112.25003865410883,0.3795
664,664,112.2623632810579,0.38
665,665,112.2752248996319,0.3805
660,660,112.51702700725207,0.381
661,661,112.53338760346529,0.3815
662,662,112.55843121017242,0.382
663,663,112.57267922015993,0.3825
659,659,112.99523781086842,0.383
658,658,113.30398327951087,0.3835
656,656,113.68423530741154,0.384
657,657,113.70901829067418,0.3845
654,654,113.72944242863525,0.385
655,655,113.73038771459113,0.3855
653,653,113.78106387216917,0.386
652,652,113.85739046179816,0.3865
651,651,113.98226437412796,0.387
650,650,114.19446320562992,0.3875
649,649,114.4106822570142,0.388
884,884,115.10533381625345,0.3885
883,883,115.1311056452196,0.389
882,882,115.91380094449397,0.3895
880,880,116.05176699091015,0.39
881,881,116.05846097104643,0.3905
879,879,116.22794357026751,0.391
877,877,116.47705741816432,0.3915
878,878,116.48693782220184,0.392
875,875,116.9999889951693,0.3925
876,876,117.02519800314309,0.393
872,872,117.10715811246513,0.3935
873,873,117.150582137224,0.394
874,874,117.21169749050225,0.3945
871,871,117.50323342892733,0.395
870,870,117.81669040412999,0.3955
865,865,117.86334903463955,0.396
866,866,117.88287298934827,0.3965
863,863,117.97207007802379,0.397
867,867,117.9938720681952,0.3975
868,868,118.02458497046476,0.398
864,864,118.04469697797867,0.3985
869,869,118.04981587748651,0.399
862,862,118.23174772308528,0.3995
861,861,118.48693694673199,0.4
859,859,119.22746281202575,0.4005
860,860,119.2807846895621,0.401
858,858,119.43115077368455,0.4015
857,857,119.59043820300829,0.402
856,856,119.75093691722063,0.4025
855,855,120.11437403297222,0.403
854,854,120.36294159169404,0.4035
853,853,120.68429960136655,0.404
852,852,120.71369469957801,0.4045
851,851,121.82080096580987,0.405
850,850,121.93873163379516,0.4055
849,849,122.06039371537378,0.406
846,846,122.08636846652081,0.4065
847,847,122.1345791957558,0.407
848,848,122.15267562637683,0.4075
845,845,122.2038843316225,0.408
844,844,122.43618259454877,0.4085
841,841,122.45878282860758,0.409
843,843,122.4801808320039,0.4095
842,842,122.54545052046649,0.41
840,840,123.52919104734508,0.4105
837,837,123.72900220303413,0.411
838,838,123.73303490628328,0.4115
836,836,123.79846359448442,0.412
839,839,123.83113434693539,0.4125
835,835,124.04276915588937,0.413
834,834,124.52009925299348,0.4135
833,833,124.93183923983926,0.414
832,832,125.0322287421613,0.4145
830,830,125.40027182541172,0.415
829,829,125.40054904026223,0.4155
827,827,125.40419228173712,0.416
831,831,125.44707897172296,0.4165
828,828,125.4574399682478,0.417
826,826,125.51783436885194,0.4175
824,824,125.60630107432928,0.418
