,Request Id,request_e2e_time,cdf
247,247,69.19736528816995,0.1185
248,248,69.21926058215185,0.119
244,244,69.28534365351467,0.1195
245,245,69.28999274063213,0.12
249,249,69.31763547334333,0.1205
237,237,69.32527717880706,0.121
246,246,69.41508326380423,0.1215
243,243,69.44992837664083,0.122
238,238,69.48733672800421,0.1225
250,250,69.50260165743424,0.123
236,236,69.57601589302115,0.1235
242,242,69.66128061429652,0.124
239,239,69.84745992869506,0.1245
253,253,70.17945285668324,0.125
254,254,70.18783040287578,0.1255
252,252,70.27067729730064,0.126
241,241,70.36190410968055,0.1265
251,251,70.41219821122999,0.127
255,255,70.58045024814653,0.1275
240,240,70.66515371255043,0.128
256,256,71.03707242829503,0.1285
257,257,72.45497836630673,0.129
258,258,74.25243719780201,0.1295
259,259,78.65913428570158,0.13
260,260,80.20716738643618,0.1305
261,261,80.69785173283246,0.131
262,262,80.70799712371237,0.1315
263,263,81.4781798828168,0.132
264,264,81.79365489577737,0.1325
265,265,82.3125642423281,0.133
266,266,83.21492612547728,0.1335
267,267,84.71878704934386,0.134
358,358,85.61476703210404,0.1345
356,356,85.61772417226864,0.135
357,357,85.70282447963957,0.1355
355,355,85.7391102853974,0.136
353,353,85.91158916062578,0.1365
354,354,85.98630554162283,0.137
350,350,86.0149062426705,0.1375
352,352,86.0663230827987,0.138
351,351,86.10372916173665,0.1385
349,349,86.55820163326564,0.139
348,348,86.70044836845902,0.1395
359,359,86.78450049043404,0.14
268,268,86.79150134312775,0.1405
347,347,87.26883612031831,0.141
346,346,87.4587847778893,0.1415
360,360,87.87453152339974,0.142
345,345,88.04576926798639,0.1425
344,344,88.08567403846335,0.143
338,338,88.29516756477364,0.1435
343,343,88.33706791783395,0.144
339,339,88.34919999404077,0.1445
340,340,88.36414363173073,0.145
342,342,88.36747499725004,0.1455
341,341,88.4021988997291,0.146
269,269,88.89030413444179,0.1465
337,337,88.97568487276993,0.147
270,270,89.11051255511099,0.1475
335,335,89.12517307500558,0.148
336,336,89.15205148812073,0.1485
361,361,89.38110052540175,0.149
334,334,89.55907532182265,0.1495
333,333,89.65061231900997,0.15
332,332,89.65575810007411,0.1505
328,328,89.69327394417968,0.151
330,330,89.74172253514111,0.1515
331,331,89.76936612091315,0.152
329,329,89.77261144794427,0.1525
315,315,89.8820001441659,0.153
327,327,89.88226310432397,0.1535
316,316,89.91976138016668,0.154
317,317,89.92019741147713,0.1545
324,324,89.94142584450111,0.155
326,326,89.94911316966703,0.1555
325,325,89.98913101159013,0.156
314,314,90.00498540428262,0.1565
323,323,90.02519100672973,0.157
319,319,90.08448293298498,0.1575
318,318,90.10195419609379,0.158
322,322,90.11688410809103,0.1585
320,320,90.19455884738825,0.159
312,312,90.19713143702286,0.1595
313,313,90.20029029802772,0.16
321,321,90.22425251638859,0.1605
309,309,90.36439685304431,0.161
308,308,90.37934245115528,0.1615
310,310,90.39655837858105,0.162
307,307,90.41465715266413,0.1625
306,306,90.42324104566826,0.163
311,311,90.49260410190658,0.1635
305,305,90.51793131223013,0.164
303,303,90.53884489527988,0.1645
304,304,90.54237528109843,0.165
362,362,90.76366104463453,0.1655
302,302,90.79591825728633,0.166
301,301,90.98711114640611,0.1665
300,300,91.2746930949612,0.167
271,271,91.32272606373968,0.1675
299,299,91.52621828906699,0.168
272,272,91.98993535943718,0.1685
363,363,92.07613781249772,0.169
298,298,92.13006913720486,0.1695
297,297,92.14243638419102,0.17
364,364,92.46868897820603,0.1705
296,296,92.6052722183142,0.171
293,293,92.78760804556305,0.1715
290,290,92.83783846221857,0.172
294,294,92.85000204160954,0.1725
291,291,92.88638068781954,0.173
273,273,92.93147693274706,0.1735
295,295,92.9370058224679,0.174
292,292,92.95446509180377,0.1745
289,289,93.24406127791114,0.175
288,288,93.43335464048653,0.1755
287,287,93.52793150779084,0.176
286,286,93.87112051257073,0.1765
365,365,94.48207134521728,0.177
285,285,94.64341901560903,0.1775
284,284,94.64553949020211,0.178
283,283,95.01651546860782,0.1785
366,366,95.16783234865844,0.179
274,274,95.40272664875788,0.1795
367,367,95.61903820429052,0.18
280,280,95.72292146392253,0.1805
282,282,95.75510163471958,0.181
279,279,95.76848680758856,0.1815
278,278,95.82903831602297,0.182
277,277,96.07459030326358,0.1825
281,281,96.1168896099378,0.183
276,276,96.23331091983215,0.1835
275,275,96.55700839492751,0.184
368,368,97.08890352132332,0.1845
369,369,97.74562423146884,0.185
370,370,97.96046401393042,0.1855
371,371,99.01636739585116,0.186
372,372,99.02480273030197,0.1865
373,373,99.45476267348094,0.187
476,476,101.59167292885097,0.1875
475,475,101.94682480950667,0.188
374,374,101.949571638177,0.1885
474,474,102.87137934598638,0.189
477,477,103.02389321712742,0.1895
471,471,103.2150094865543,0.19
472,472,103.24077507562214,0.1905
473,473,103.25754994789092,0.191
470,470,103.50312558255803,0.1915
469,469,103.55905059711114,0.192
468,468,103.57930093800451,0.1925
478,478,104.05958541246999,0.193
375,375,104.0882560893002,0.1935
467,467,104.13593050497707,0.194
376,376,104.46646772627992,0.1945
465,465,104.89165060038833,0.195
377,377,104.96467621158126,0.1955
466,466,104.9695652686062,0.196
463,463,105.14804547707706,0.1965
464,464,105.17966295695126,0.197
462,462,105.2517755867084,0.1975
461,461,105.28705297688215,0.198
460,460,105.81407558235814,0.1985
459,459,106.21216998952842,0.199
458,458,106.47368111639517,0.1995
457,457,106.60024003481391,0.2
456,456,106.65063552258476,0.2005
479,479,106.68503942166849,0.201
455,455,106.99173824099807,0.2015
454,454,107.51888361090037,0.202
453,453,107.63464418331272,0.2025
378,378,107.7507546878841,0.203
452,452,107.91633379042817,0.2035
451,451,108.0649207490256,0.204
450,450,108.2730683217587,0.2045
449,449,108.30121442569778,0.205
448,448,108.39486776814397,0.2055
447,447,108.40161505409812,0.206
446,446,108.4622314003219,0.2065
445,445,108.86554825378936,0.207
444,444,108.8807820219745,0.2075
443,443,109.04090886025693,0.208
442,442,109.12467764323468,0.2085
379,379,109.25447240535416,0.209
480,480,109.30110905848193,0.2095
441,441,109.34632005749242,0.21
440,440,109.69188040537108,0.2105
439,439,109.70215276206225,0.211
438,438,109.730011363616,0.2115
380,380,109.92583640033071,0.212
437,437,110.27655223650132,0.2125
435,435,110.41272074420259,0.213
436,436,110.45514373451533,0.2135
481,481,110.72163657653223,0.214
434,434,110.74169158785597,0.2145
433,433,110.8009125107109,0.215
432,432,110.85225483589586,0.2155
381,381,110.98556790406589,0.216
382,382,111.17147620967164,0.2165
431,431,111.18504562806503,0.217
430,430,111.70350460586764,0.2175
429,429,111.78484184757647,0.218
428,428,111.97013265506666,0.2185
427,427,111.98039008393958,0.219
383,383,112.21226795866173,0.2195
482,482,112.8341253410004,0.22
384,384,113.15490119526434,0.2205
426,426,113.40476358150254,0.221
385,385,113.45670982041571,0.2215
424,424,113.53134215356503,0.222
425,425,113.58883844794003,0.2225
386,386,113.67220448337312,0.223
423,423,113.81971042567305,0.2235
483,483,113.83704856267521,0.224
422,422,113.846690922591,0.2245
388,388,113.87541032442648,0.225
387,387,114.08976326395536,0.2255
484,484,114.20489122796359,0.226
421,421,114.26771096386365,0.2265
389,389,114.30181762794794,0.227
390,390,114.52132183098759,0.2275
420,420,114.6051903737503,0.228
391,391,114.72811914592201,0.2285
392,392,114.75313268764474,0.229
419,419,114.83155190324548,0.2295
401,401,114.9194292532017,0.23
485,485,115.00380652747857,0.2305
402,402,115.21109661933937,0.231
403,403,115.48217605213308,0.2315
393,393,115.56743337203353,0.232
417,417,115.6048398397888,0.2325
404,404,115.61648025250186,0.233
398,398,115.6169478427397,0.2335
418,418,115.63194427213034,0.234
416,416,115.66685040392802,0.2345
415,415,115.7503361068841,0.235
414,414,115.75597370464364,0.2355
394,394,115.77210761755042,0.236
405,405,115.85043468517406,0.2365
397,397,115.86794545199768,0.237
396,396,115.87106449383616,0.2375
395,395,115.9361455008202,0.238
406,406,115.97335830906043,0.2385
399,399,116.10599935905552,0.239
413,413,116.19514216447337,0.2395
400,400,116.24526528164063,0.24
412,412,116.30001196529399,0.2405
411,411,116.40024887573207,0.241
486,486,116.46593290933058,0.2415
410,410,116.75995257288396,0.242
409,409,116.81094700321306,0.2425
407,407,116.9667507241185,0.243
408,408,117.04650843989907,0.2435
487,487,117.15900514516288,0.244
488,488,118.0144364968765,0.2445
489,489,119.66884638635973,0.245
490,490,119.86282936109757,0.2455
491,491,120.45349934547133,0.246
492,492,120.88079362926086,0.2465
493,493,122.25088956627428,0.247
494,494,122.71176050685193,0.2475
495,495,123.68763925083255,0.248
496,496,124.09915051136497,0.2485
497,497,124.60443444315601,0.249
501,501,124.83729246814565,0.2495
498,498,124.91186876436217,0.25
499,499,124.9534345652641,0.2505
500,500,125.08243659359914,0.251
502,502,126.59022951742287,0.2515
503,503,126.92845496289218,0.252
504,504,127.35452796910556,0.2525
598,598,127.8067580821286,0.253
599,599,127.83775234938958,0.2535
600,600,127.87335640125835,0.254
505,505,127.97871826968117,0.2545
597,597,128.19832509300016,0.255
595,595,128.44331529629864,0.2555
596,596,128.4923632480811,0.256
594,594,128.5243786919986,0.2565
593,593,128.62792894165935,0.257
506,506,128.93995164451158,0.2575
591,591,129.01593635091874,0.258
592,592,129.067205658838,0.2585
590,590,129.4552361429045,0.259
589,589,129.75521573488984,0.2595
507,507,129.76577858003614,0.26
588,588,129.8732657516168,0.2605
508,508,129.879159414796,0.261
587,587,129.9352431985326,0.2615
509,509,130.0063287548697,0.262
586,586,130.16330264621203,0.2625
584,584,130.18595431235414,0.263
585,585,130.2057910261774,0.2635
583,583,130.21869538785077,0.264
581,581,130.2849419038968,0.2645
578,578,130.33189205035356,0.265
582,582,130.33244002427995,0.2655
577,577,130.35149587745008,0.266
510,510,130.37921757900435,0.2665
580,580,130.39333738216828,0.267
579,579,130.41848920838586,0.2675
576,576,130.45859600841646,0.268
575,575,130.4780964368626,0.2685
573,573,130.55268521845596,0.269
574,574,130.59930168865336,0.2695
601,601,130.67094022923922,0.27
572,572,130.7005005819769,0.2705
567,567,130.86515110678914,0.271
568,568,130.88887045271392,0.2715
565,565,130.89111600002786,0.272
563,563,130.90785785291217,0.2725
564,564,130.92099662094634,0.273
569,569,130.94241403231766,0.2735
571,571,130.95973371981592,0.274
570,570,131.004027125519,0.2745
566,566,131.01201671776968,0.275
511,511,131.17250376900205,0.2755
561,561,131.22786936026316,0.276
562,562,131.28505838424283,0.2765
560,560,131.33990941335153,0.277
512,512,131.4267026433206,0.2775
513,513,131.71600417479198,0.278
514,514,131.99992552875725,0.2785
559,559,132.19475753551987,0.279
515,515,132.3766376693913,0.2795
558,558,132.54275457669772,0.28
517,517,132.73985030338608,0.2805
516,516,132.7525010943691,0.281
557,557,132.83673415750548,0.2815
518,518,132.97188802920425,0.282
554,554,133.16539378737752,0.2825
553,553,133.20932162573806,0.283
555,555,133.23786317091748,0.2835
556,556,133.23901787064105,0.284
519,519,133.3306047466235,0.2845
520,520,133.51589461224802,0.285
521,521,133.72241867339326,0.2855
522,522,133.9135898592321,0.286
552,552,134.00832599975553,0.2865
551,551,134.44927237805757,0.287
523,523,134.61219746358958,0.2875
549,549,134.6219319698119,0.288
550,550,134.65567012017692,0.2885
548,548,134.69405713870827,0.289
547,547,134.83062857046053,0.2895
524,524,134.8360819349036,0.29
543,543,134.98182665602553,0.2905
544,544,135.00735196409275,0.291
545,545,135.05690984382906,0.2915
541,541,135.0761465897017,0.292
546,546,135.09972005483843,0.2925
542,542,135.11949949036546,0.293
538,538,135.14634615430973,0.2935
539,539,135.1543777680537,0.294
540,540,135.1583000325554,0.2945
525,525,135.17610901506075,0.295
526,526,135.3020813957123,0.2955
537,537,135.44309853217783,0.296
527,527,135.65833164439948,0.2965
535,535,135.7404039602668,0.297
528,528,135.76199909943023,0.2975
536,536,135.78394592166572,0.298
534,534,135.82279803659827,0.2985
529,529,136.00722526883524,0.299
530,530,136.31091116542373,0.2995
531,531,136.4321279898945,0.3
533,533,137.05988284717347,0.3005
532,532,137.21306482678258,0.301
602,602,137.51004113471646,0.3015
603,603,141.84085084605223,0.302
604,604,145.87468261463437,0.3025
605,605,147.4883280562015,0.303
606,606,148.15976104565922,0.3035
607,607,148.43040450210773,0.304
608,608,149.05677675612623,0.3045
609,609,150.2349605883184,0.305
610,610,150.5951130106484,0.3055
611,611,151.00397981582557,0.306
612,612,151.98167368554002,0.3065
613,613,153.49330778264326,0.307
614,614,154.1934119744347,0.3075
713,713,154.64194651501384,0.308
615,615,154.67494270350122,0.3085
616,616,154.67704553295212,0.309
714,714,154.69154572561467,0.3095
617,617,155.04475279465228,0.31
712,712,155.57954119651728,0.3105
711,711,155.62773314596097,0.311
707,707,155.77160445697743,0.3115
710,710,155.77408197522067,0.312
706,706,155.85081730578676,0.3125
708,708,155.85877943554834,0.313
709,709,155.89606435332828,0.3135
704,704,156.0133964766181,0.314
618,618,156.02438230672428,0.3145
705,705,156.03212725686362,0.315
703,703,156.081541195822,0.3155
701,701,156.22447686323795,0.316
702,702,156.2520937532478,0.3165
699,699,156.45482465256364,0.317
698,698,156.48215785333096,0.3175
700,700,156.5592908356723,0.318
697,697,156.61185337742404,0.3185
694,694,156.64980076095034,0.319
695,695,156.70789505275658,0.3195
696,696,156.75243816832577,0.32
693,693,156.89631864650045,0.3205
715,715,157.05356602669207,0.321
619,619,157.10179189651808,0.3215
692,692,157.13486731065396,0.322
691,691,157.1599686054322,0.3225
620,620,157.38408063431868,0.323
690,690,157.43004251652903,0.3235
688,688,157.77372247533532,0.324
689,689,157.82738555114815,0.3245
621,621,158.22305641012633,0.325
623,623,158.87913896167825,0.3255
622,622,159.0081872587927,0.326
685,685,159.00962670990242,0.3265
687,687,159.01458563083182,0.327
624,624,159.08408625697334,0.3275
684,684,159.0985928232923,0.328
686,686,159.12572902486383,0.3285
626,626,159.6879748197084,0.329
680,680,159.72082195139112,0.3295
682,682,159.74626117682521,0.33
625,625,159.75995743598844,0.3305
681,681,159.76292453769224,0.331
683,683,159.7685197839531,0.3315
627,627,159.96791997856084,0.332
679,679,160.12468746811885,0.3325
628,628,160.1326812433689,0.333
678,678,160.26387776006322,0.3335
629,629,160.2900268822965,0.334
676,676,160.4291304036653,0.3345
677,677,160.4572323046923,0.335
631,631,160.46179921045,0.3355
632,632,160.4839070918612,0.336
630,630,160.6090433026979,0.3365
675,675,160.72535469409584,0.337
674,674,160.84797943461754,0.3375
673,673,160.86530515236018,0.338
633,633,161.38009003096158,0.3385
634,634,161.5152484941132,0.339
635,635,161.66452644342272,0.3395
672,672,161.84117883702945,0.34
671,671,161.89104464194227,0.3405
670,670,161.91866378725527,0.341
636,636,161.9243712349018,0.3415
669,669,161.94644922868517,0.342
664,664,162.02505400928425,0.3425
668,668,162.02995511751374,0.343
665,665,162.04642570785825,0.3435
667,667,162.04705821433515,0.344
666,666,162.04833440315414,0.3445
637,637,162.1221140506166,0.345
661,661,162.2713054143583,0.3455
662,662,162.30362462639877,0.346
660,660,162.30608187184203,0.3465
638,638,162.3163931365641,0.347
663,663,162.32610825238626,0.3475
639,639,162.3377950950445,0.348
659,659,162.70957368012327,0.3485
640,640,162.73785062441058,0.349
641,641,162.98390880339247,0.3495
643,643,162.99536374159018,0.35
658,658,163.00818944209908,0.3505
642,642,163.09127092864796,0.351
656,656,163.3721600086664,0.3515
654,654,163.38884821545207,0.352
657,657,163.40470271459571,0.3525
653,653,163.43243140831936,0.353
644,644,163.43266256555242,0.3535
655,655,163.46991508752393,0.354
652,652,163.50011978994837,0.3545
651,651,163.61778027294486,0.355
646,646,163.68352611364213,0.3555
645,645,163.70137440289682,0.356
647,647,163.7359148549733,0.3565
650,650,163.8834168505628,0.357
716,716,163.89457984915379,0.3575
649,649,164.02382179504022,0.358
648,648,164.05040673653045,0.3585
717,717,165.82671147004334,0.359
718,718,167.06822587866444,0.3595
719,719,167.50217659777104,0.36
720,720,168.6975861127331,0.3605
721,721,171.10073173743083,0.361
722,722,172.30220050384204,0.3615
723,723,174.53800311802422,0.362
832,832,175.44216291382838,0.3625
724,724,175.62651364146768,0.363
830,830,175.81953258907885,0.3635
829,829,175.82355767592938,0.364
827,827,175.8343869547376,0.3645
831,831,175.9197721055061,0.365
828,828,175.94245950203094,0.3655
826,826,175.94950974585242,0.366
825,825,176.06445387727564,0.3665
823,823,176.0809564411238,0.367
824,824,176.10036778677915,0.3675
725,725,176.32270525879812,0.368
726,726,176.33123488953854,0.3685
727,727,176.3393027087458,0.369
822,822,176.5243500053024,0.3695
819,819,176.6842825118335,0.37
821,821,176.70574626985996,0.3705
820,820,176.73364313776528,0.371
728,728,176.7636789889735,0.3715
818,818,176.7816608429256,0.372
816,816,176.84377663050353,0.3725
817,817,176.92841510241365,0.373
815,815,177.2764751198776,0.3735
729,729,177.2989493888682,0.374
814,814,177.53363740360064,0.3745
730,730,177.58732376171983,0.375
811,811,177.70257736615997,0.3755
813,813,177.70747696182426,0.376
810,810,177.72859496529605,0.3765
812,812,177.81191708793125,0.377
809,809,178.07547098634043,0.3775
731,731,178.18371544571022,0.378
808,808,178.79899040696114,0.3785
732,732,178.80624493169634,0.379
807,807,178.92237214154497,0.3795
806,806,179.1151330660873,0.38
833,833,179.40938987217837,0.3805
805,805,179.41613816581926,0.381
733,733,179.44422180876415,0.3815
803,803,179.51680093202896,0.382
804,804,179.56822068330985,0.3825
802,802,179.82557702697937,0.383
734,734,180.00479121902893,0.3835
801,801,180.2246381762134,0.384
736,736,180.323032145024,0.3845
735,735,180.344618225342,0.385
737,737,180.38280688655817,0.3855
798,798,180.44083177471882,0.386
799,799,180.45962311479082,0.3865
796,796,180.4671266435918,0.387
800,800,180.48056711827647,0.3875
797,797,180.49861737386578,0.388
795,795,180.6545277154411,0.3885
738,738,180.97554278260995,0.389
794,794,181.05719483694782,0.3895
739,739,181.14218340093043,0.39
793,793,181.69873705343682,0.3905
790,790,181.8218947773847,0.391
791,791,181.85535020034254,0.3915
792,792,181.87679709954054,0.392
740,740,182.0097914347005,0.3925
741,741,182.10377249130474,0.393
742,742,182.34070685387655,0.3935
789,789,182.3586855465589,0.394
743,743,182.37271218092522,0.3945
744,744,182.78976599620142,0.395
750,750,182.89818893525643,0.3955
751,751,183.0854233032198,0.396
745,745,183.1089719632924,0.3965
788,788,183.13857475066604,0.397
747,747,183.1442290566436,0.3975
787,787,183.26060663865275,0.398
748,748,183.26713792639254,0.3985
749,749,183.28584601111177,0.399
752,752,183.40407805572335,0.3995
746,746,183.45649504573353,0.4
756,756,183.4655110966566,0.4005
753,753,183.49227632613582,0.401
757,757,183.5237671547115,0.4015
754,754,183.696932359842,0.402
786,786,183.71985984797755,0.4025
758,758,183.75334463218843,0.403
765,765,183.8235457442334,0.4035
755,755,183.88317135582076,0.404
785,785,183.93763170277424,0.4045
764,764,184.04141112001145,0.405
783,783,184.07782209268467,0.4055
766,766,184.101319169756,0.406
784,784,184.12726104678896,0.4065
759,759,184.23386012900752,0.407
767,767,184.26138837527623,0.4075
782,782,184.37608905763005,0.408
768,768,184.51214787634646,0.4085
760,760,184.5276695716067,0.409
769,769,184.5379224974639,0.4095
781,781,184.5541459597444,0.41
780,780,184.5771545083669,0.4105
834,834,184.60126473948003,0.411
761,761,184.63170626405142,0.4115
779,779,184.74543491379697,0.412
770,770,184.79149033779666,0.4125
773,773,184.83797361715156,0.413
772,772,184.88112878532985,0.4135
762,762,184.88168981297173,0.414
774,774,184.93396927418738,0.4145
771,771,185.0414819676126,0.415
778,778,185.08380771095577,0.4155
775,775,185.1013955139371,0.416
763,763,185.12931151646217,0.4165
777,777,185.2164156552702,0.417
776,776,185.4850698781014,0.4175
835,835,187.65080108561554,0.418
836,836,189.18490552799267,0.4185
837,837,189.82650386327325,0.419
838,838,190.60301371143535,0.4195
839,839,191.38143651388376,0.42
841,841,191.46392254658167,0.4205
840,840,191.76531541494552,0.421
842,842,192.70346273250402,0.4215
843,843,193.2761706646786,0.422
844,844,193.9115704316,0.4225
952,952,194.03375524640856,0.423
953,953,194.03893058481765,0.4235
