question_length,answer_length
10,41
52,1
20,28
10,92
3,93
1,29
26,59
26,6
14,41
16,49
4,42
5,6
96,6
1,6
7,21
2,5
7,55
15,41
3,1
20,73
5,42
18,91
1,1
26,49
54,9
16,98
16,61
9,48
47,64
47,48
4,10
70,1
8,27
8,99
37,28
17,12
1,1
6,20
91,57
29,58
18,39
12,36
1,6
52,91
1,80
17,48
22,11
26,85
44,26
12,54
8,82
4,98
97,52
1,84
23,16
12,93
52,1
25,48
1,1
33,57
1,1
11,38
11,61
24,65
78,2
1,7
29,6
20,97
7,60
10,10
20,86
4,67
22,37
43,25
90,10
32,98
8,30
1,6
24,17
20,29
23,71
52,1
21,90
16,41
10,45
7,22
4,18
43,33
8,20
21,24
1,76
4,73
10,27
2,2
67,26
50,1
15,17
4,6
1,9
4,10
7,7
44,63
3,26
26,37
4,77
38,28
1,1
33,94
12,68
7,38
10,15
15,50
2,17
27,76
17,1
20,10
1,1
13,60
16,72
7,1
22,15
42,65
1,86
21,0
61,8
1,24
15,9
50,22
5,6
9,61
22,21
33,3
11,59
4,26
16,7
22,60
5,51
80,17
1,2
8,26
1,7
1,1
52,1
29,23
1,10
10,21
22,15
59,70
61,94
1,1
4,42
37,29
28,28
52,1
30,56
52,1
23,19
23,71
5,61
21,23
18,10
1,99
11,67
25,64
18,57
4,22
52,1
81,15
7,91
67,7
26,74
4,27
22,17
35,14
63,20
52,1
9,43
3,98
1,7
4,5
4,39
22,67
1,1
46,76
11,25
62,3
41,69
36,27
30,52
38,54
18,9
4,2
15,32
58,93
35,25
20,47
1,7
22,75
91,97
59,2
11,30
20,32
25,12
1,12
94,2
7,34
7,14
10,14
21,3
1,38
5,24
1,7
28,22
14,83
9,35
16,39
10,94
1,7
7,85
10,54
1,7
52,1
11,74
13,84
12,49
1,21
15,66
52,1
52,1
48,11
13,53
8,49
52,1
67,3
19,28
12,6
8,85
42,62
52,1
1,74
20,56
18,97
1,5
4,48
3,79
56,36
6,10
8,54
1,7
41,80
9,22
19,10
26,95
1,5
1,6
1,99
12,29
22,63
36,27
14,1
1,37
18,55
17,70
4,45
21,11
18,34
4,6
13,27
44,69
16,44
14,62
82,1
10,10
86,20
10,97
11,74
15,27
47,64
52,1
37,19
62,5
42,50
1,36
6,45
6,61
5,5
38,39
8,56
8,75
68,3
4,9
72,82
7,68
6,94
9,18
31,84
15,12
38,68
7,61
5,63
1,2
12,72
21,52
7,84
7,53
2,61
19,74
3,49
9,7
52,1
16,68
19,44
21,80
4,35
12,22
15,31
3,24
22,79
3,35
10,75
1,13
44,35
4,1
13,46
2,28
6,96
1,1
8,66
20,6
17,19
85,54
17,5
60,15
25,57
1,28
12,97
9,8
9,68
10,32
1,7
21,58
3,10
24,20
3,69
19,17
1,63
35,79
25,17
4,1
41,37
12,52
17,57
1,7
59,3
17,5
11,93
4,1
1,2
16,2
1,7
7,36
19,10
47,39
11,43
8,52
5,7
50,9
14,17
94,78
22,35
96,92
3,19
16,12
13,84
14,97
13,95
3,0
10,50
21,39
20,83
13,52
41,4
3,75
1,9
1,7
7,60
11,73
18,90
1,7
42,41
15,6
4,11
4,1
2,17
52,1
4,1
26,6
36,74
1,7
22,51
2,22
1,1
16,12
18,11
78,64
35,17
37,83
1,19
20,67
7,95
2,12
1,1
16,5
59,73
2,11
20,18
7,40
12,65
1,1
68,4
64,34
49,96
31,43
11,94
1,56
25,25
6,78
1,19
23,90
20,85
3,13
6,42
58,13
19,84
33,24
6,78
7,59
1,2
3,41
4,13
1,36
7,29
5,56
1,1
1,77
1,2
16,48
4,1
20,68
5,69
22,49
1,5
36,50
22,62
7,2
7,1
8,74
20,25
4,1
19,25
4,81
58,24
52,1
51,31
39,62
3,12
49,3
1,1
1,30
24,98
19,56
21,42
15,5
31,65
32,48
22,4
8,30
9,17
1,14
8,82
2,40
7,7
22,14
1,1
19,65
43,1
8,81
31,57
19,67
21,44
4,14
47,1
92,72
1,1
17,60
29,11
9,61
1,87
19,7
28,10
17,31
28,4
1,42
8,48
52,47
63,55
6,40
1,53
4,91
93,78
15,62
52,1
1,49
28,60
9,1
7,95
2,18
8,92
18,13
68,12
77,1
1,22
1,5
56,55
1,14
24,72
24,33
2,7
22,1
7,69
14,14
21,94
2,3
6,20
4,49
1,6
6,25
3,88
26,84
52,1
16,28
52,1
15,53
19,99
16,8
38,37
45,32
14,57
1,7
1,5
1,97
2,5
2,5
15,58
18,49
14,96
1,7
59,57
15,12
30,1
27,77
71,71
24,63
4,1
5,66
15,18
7,13
4,18
2,9
1,7
13,98
82,50
1,2
7,6
16,37
1,51
6,41
5,82
20,5
38,20
38,66
43,33
14,13
1,1
1,1
1,4
18,50
1,6
4,4
5,21
22,35
6,93
27,55
17,74
15,91
1,1
4,49
99,1
47,22
1,4
52,1
6,29
43,69
10,85
53,91
15,48
6,47
64,24
1,7
9,74
39,25
1,1
9,62
23,12
21,49
46,50
1,1
14,36
33,78
2,7
5,31
58,71
90,94
7,21
1,34
5,8
22,59
8,67
1,6
6,70
23,18
1,1
28,98
12,8
52,1
16,75
5,97
1,7
8,60
23,12
8,74
20,18
28,16
2,28
52,1
4,31
69,11
1,6
52,1
24,24
33,32
18,30
31,84
68,1
24,68
6,76
43,18
5,54
5,27
14,45
1,4
65,29
4,4
9,9
4,32
1,3
25,74
15,96
3,12
21,83
28,26
59,9
70,22
1,33
22,36
83,5
16,28
9,91
5,28
24,63
1,1
9,88
18,9
9,63
8,12
9,0
4,51
3,99
1,30
18,27
7,76
78,34
22,17
24,89
8,20
85,97
52,1
15,70
4,15
89,25
44,55
80,14
4,93
7,29
18,26
6,29
24,13
14,11
4,10
24,88
10,37
68,3
2,4
24,93
6,66
17,51
9,54
3,35
61,6
26,46
1,35
6,17
9,40
11,56
19,4
20,75
24,25
33,88
93,43
11,38
11,34
94,26
5,74
4,74
10,75
1,7
25,75
1,1
1,25
11,87
26,89
70,61
8,61
9,18
39,36
70,33
19,28
10,11
9,38
8,68
48,91
19,55
8,69
54,17
5,56
5,69
3,9
24,18
19,30
28,58
1,6
31,2
52,1
8,26
5,12
7,36
37,98
10,60
12,67
16,70
3,9
39,79
10,65
14,83
23,66
12,73
49,76
2,2
1,6
13,15
1,7
37,38
52,1
24,11
19,55
78,3
12,20
8,40
4,89
47,80
4,16
61,9
1,2
37,26
24,8
13,52
9,91
5,74
8,94
27,78
63,64
23,44
86,14
18,97
9,44
1,7
25,45
67,3
11,15
11,85
71,4
22,13
24,66
1,5
49,56
3,27
2,22
1,42
26,50
1,7
5,14
12,60
22,95
12,60
22,13
10,36
19,34
4,1
1,4
17,54
20,18
1,1
13,45
63,51
5,22
36,26
1,14
16,10
9,12
27,87
4,10
26,75
5,43
3,64
39,20
9,65
4,42
19,46
9,3
3,5
67,88
23,59
16,15
35,83
20,7
95,92
4,11
70,7
1,3
71,47
1,7
83,95
14,11
29,59
53,9
52,1
79,1
9,61
1,34
20,46
7,58
15,5
23,95
3,32
25,27
52,1
1,1
6,52
52,1
84,66
1,7
1,33
30,59
75,3
5,7
44,72
25,61
53,86
40,59
1,21
40,1
12,4
38,62
66,66
3,6
4,36
37,28
17,81
27,12
1,7
62,70
31,4
20,28
5,61
6,58
1,15
42,93
54,34
35,1
18,79
4,48
22,88
1,25
26,37
36,63
43,16
17,52
26,51
1,2
15,47
6,7
3,1
8,2
13,1
79,29
26,54
3,16
16,19
52,1
1,1
16,14
22,35
54,88
18,39
1,6
40,45
15,23
21,4
52,0
16,70
1,24
10,81
9,33
33,49
21,4
75,70
2,7
4,84
45,28
7,43
14,99
20,83
82,3
11,11
15,61
18,51
7,25
4,1
5,24
52,1
10,13
9,31
5,75
52,1
23,33
24,38
1,2
25,20
4,24
55,96
23,92
9,85
34,45
31,40
9,54
4,14
45,62
65,62
10,63
24,46
19,53
52,1
37,20
52,1
7,48
26,23
32,40
3,5
1,7
4,11
5,95
10,65
3,41
20,50
1,4
4,69
4,56
4,36
78,1
7,69
3,83
15,12
14,26
9,24
9,6
1,1
15,57
43,89
10,91
12,7
2,13
3,9
24,95
10,66
1,1
5,35
24,19
91,48
41,40
26,39
11,15
97,58
20,55
68,18
11,99
23,38
10,78
52,1
83,13
4,8
80,1
9,55
17,22
1,7
19,34
7,60
7,46
69,30
4,1
25,44
1,5
13,30
10,36
6,26
87,54
92,80
6,11
17,18
28,30
10,90
52,1
52,1
15,1
8,14
19,10
46,2
11,82
19,45
33,5
51,8
4,6
22,16
3,42
85,8
37,44
7,84
4,83
11,66
5,5
1,1
15,33
2,2
28,86
27,51
71,45
3,87
8,57
51,32
22,24
18,78
13,92
20,56
80,57
1,6
5,23
44,79
70,82
31,44
57,59
14,57
4,38
11,41
16,25
39,12
9,1
3,14
3,1
9,65
3,34
58,8
10,79
76,23
83,80
19,14
8,68
22,63
6,72
6,83
78,2
7,26
31,11
1,19
22,97
24,65
13,43
50,12
42,26
58,10
5,19
3,8
18,12
20,12
21,48
5,11
31,12
19,45
1,1
38,12
4,1
2,48
1,1
1,2
22,57
4,22
17,30
4,65
26,12
4,14
11,44
17,15
1,80
3,16
1,1
46,6
7,7
3,55
1,22
11,98
4,66
21,91
27,45
7,35
93,34
14,79
20,97
52,1
22,77
3,60
25,34
1,5
37,57
43,46
27,59
39,44
23,6
24,1
55,44
6,5
18,19
25,60
1,7
