question_length,answer_length
1,19
15,96
77,60
24,18
3,34
33,85
1,147
20,165
5,87
17,136
164,143
22,92
59,1
18,40
18,199
138,96
17,116
22,54
22,17
9,86
38,9
8,6
218,251
42,137
23,42
7,9
82,148
20,50
13,226
6,90
20,39
5,109
1,6
12,11
10,99
17,66
18,231
21,225
25,8
53,22
59,81
38,92
245,150
11,47
15,69
25,154
28,130
13,32
16,227
1,35
10,157
18,37
120,74
64,235
68,76
5,218
232,31
15,40
131,9
89,87
134,35
34,72
18,201
47,81
223,43
0,61
30,127
5,89
66,105
15,9
22,220
92,141
35,207
52,1
69,152
25,2
17,115
101,193
7,87
6,214
10,246
158,10
24,10
19,89
225,72
22,256
126,50
14,40
164,23
29,111
14,86
23,57
18,10
6,102
7,189
8,35
5,20
26,30
87,16
24,215
5,20
7,115
89,126
37,185
24,8
16,14
22,62
29,120
4,101
55,10
82,177
5,14
239,24
20,211
255,177
1,5
80,1
59,17
231,79
151,1
63,218
26,14
120,115
4,10
60,33
138,34
9,161
17,220
63,109
35,71
6,133
101,97
9,168
26,85
9,55
7,247
251,181
5,192
9,1
62,8
13,235
19,174
8,235
24,256
64,1
28,119
2,12
11,54
3,97
2,183
30,246
18,34
8,14
8,180
19,155
10,247
14,239
22,1
57,123
6,6
66,155
11,13
51,64
64,1
3,175
105,187
149,3
20,26
52,1
121,212
17,31
64,203
7,53
15,54
10,117
17,14
34,247
16,175
95,23
1,7
77,232
24,11
91,122
72,255
88,83
9,15
14,81
4,24
69,14
1,2
225,1
8,158
16,189
21,25
23,78
13,233
64,191
10,135
11,99
18,28
37,54
10,186
25,14
98,6
66,186
197,9
6,41
8,116
4,50
11,133
8,256
9,21
4,15
180,166
62,36
8,48
53,227
20,23
66,17
9,212
23,21
34,186
11,45
30,32
12,197
15,55
26,9
20,47
15,44
52,1
42,148
9,76
85,155
16,46
89,52
23,26
18,24
4,200
9,67
72,1
48,165
5,137
11,37
50,67
66,141
1,7
176,251
230,90
37,165
43,186
1,22
39,29
19,162
186,1
1,18
66,221
139,11
13,245
48,1
6,54
37,30
4,191
26,12
30,16
15,206
12,39
13,13
52,21
5,45
1,1
6,61
65,93
37,52
19,46
16,32
95,143
15,85
16,67
37,29
4,18
4,18
183,150
64,27
25,54
22,3
20,196
191,124
1,37
20,41
47,55
20,65
1,26
100,61
13,67
114,190
11,156
16,176
19,8
81,20
74,1
28,27
216,158
6,42
62,17
9,194
11,90
64,233
11,219
17,50
62,199
29,183
131,9
10,32
1,42
18,11
56,46
5,112
22,225
5,11
174,111
251,100
17,21
10,46
77,24
1,7
4,179
241,103
102,34
60,18
40,224
3,6
17,47
6,88
30,72
153,1
21,22
55,181
15,9
48,116
8,194
7,61
9,9
2,78
17,38
11,174
203,177
74,156
9,1
3,6
14,23
19,67
19,200
5,96
4,16
8,13
21,142
20,9
27,140
34,37
5,241
43,105
22,34
2,10
21,166
5,119
19,56
143,201
37,1
63,62
10,68
4,87
11,55
8,78
6,168
106,63
14,250
30,218
10,65
38,158
48,56
31,65
64,235
52,74
52,126
78,1
16,65
13,50
5,89
107,7
118,76
52,242
63,85
63,3
60,52
5,17
5,159
167,183
27,107
10,184
14,35
23,32
2,2
33,38
18,41
19,220
10,24
29,224
19,52
14,133
7,212
6,217
12,133
70,58
63,220
65,211
77,36
13,149
105,13
3,3
1,1
25,143
9,128
21,50
74,239
74,104
11,240
9,137
3,193
209,166
27,206
1,5
13,241
10,138
100,35
52,1
42,2
1,5
29,181
1,6
10,137
4,26
14,47
184,220
12,236
219,127
39,1
7,12
89,95
16,8
11,175
46,72
246,19
13,255
1,51
245,165
6,150
10,166
9,121
52,1
64,219
11,39
47,64
36,1
5,23
22,179
22,25
8,6
12,14
65,172
5,251
19,183
18,231
97,105
66,155
9,163
29,1
5,185
11,176
1,14
25,66
22,20
8,62
13,167
4,151
27,236
52,1
28,213
10,98
15,211
20,30
29,38
29,140
1,7
22,142
1,1
17,18
20,20
250,9
10,59
200,110
172,53
229,5
8,149
64,105
53,87
68,15
52,120
85,94
1,1
47,57
31,54
18,65
227,22
91,50
1,6
16,228
7,103
41,106
4,185
68,1
10,25
7,7
14,26
16,173
23,54
88,175
5,24
251,1
9,196
117,158
186,133
201,14
3,53
16,149
11,177
128,1
1,7
97,153
196,50
15,175
24,12
2,1
84,121
217,55
27,248
28,221
9,33
218,86
28,88
8,212
24,5
41,101
21,86
159,176
62,152
16,17
8,178
36,71
17,97
12,133
33,85
1,1
1,7
6,149
19,39
14,27
134,69
8,182
10,233
20,53
94,152
21,53
5,90
32,254
142,56
2,64
13,104
2,192
60,1
135,1
61,240
218,74
14,10
145,227
8,18
13,76
19,139
18,53
247,97
88,108
14,183
1,19
8,114
23,33
14,102
8,190
9,20
20,140
11,185
55,99
10,100
12,87
1,18
26,13
10,178
13,95
26,75
16,109
21,214
37,31
54,127
54,39
62,24
5,10
4,1
20,225
15,248
7,30
11,31
10,109
80,6
23,215
15,117
182,9
1,18
137,131
70,157
18,195
20,19
9,135
9,77
10,152
116,3
2,14
3,17
10,110
10,236
16,84
33,75
11,66
1,7
18,203
74,197
28,150
136,154
25,220
32,181
30,191
132,102
18,56
4,223
33,35
27,145
9,253
149,109
64,11
66,211
218,162
18,225
196,56
14,129
18,17
11,132
115,60
147,9
84,1
15,72
4,3
17,115
1,1
68,213
16,146
1,1
177,36
4,147
13,20
10,82
15,28
54,32
126,38
26,136
17,238
63,22
1,61
7,196
24,29
17,44
58,1
30,194
37,27
3,177
3,71
14,6
1,200
143,20
1,2
148,25
3,127
70,132
4,77
1,6
17,42
10,113
20,71
16,109
75,149
7,9
20,50
9,154
15,97
55,246
222,1
14,210
7,21
11,169
1,74
106,3
104,70
64,245
1,10
31,49
6,39
10,181
18,13
7,110
7,1
28,36
3,36
5,64
12,2
156,51
27,29
12,221
21,215
7,128
167,170
12,46
11,252
135,1
6,75
247,46
5,167
14,64
21,209
91,248
100,10
232,85
202,185
19,30
1,8
22,219
6,30
64,1
36,15
17,19
74,1
12,151
8,250
56,115
26,54
1,1
41,254
12,208
123,104
13,118
17,184
26,34
2,18
7,126
105,136
25,21
38,16
1,11
1,2
26,92
245,59
2,13
52,1
3,10
27,64
16,115
11,8
16,30
31,1
22,73
7,81
1,25
7,41
3,40
208,80
23,111
40,112
1,37
44,182
24,5
7,45
83,127
1,22
49,98
172,19
24,11
75,38
21,252
21,91
42,195
51,70
4,6
30,33
6,204
55,54
64,193
5,19
18,67
23,234
31,50
13,109
14,46
17,117
1,31
2,12
1,7
15,199
2,49
36,82
234,33
52,1
85,72
57,2
9,24
8,106
66,2
17,37
12,14
247,93
18,2
129,158
15,178
155,42
69,169
6,86
99,112
64,228
222,182
21,49
1,4
1,107
86,114
65,99
25,137
26,8
18,246
1,126
7,6
28,234
5,58
2,61
13,93
219,236
57,46
26,20
94,13
10,167
4,237
87,195
11,141
23,237
37,30
20,5
201,91
42,52
5,220
215,75
5,37
31,245
12,129
6,196
9,215
220,53
14,196
46,11
30,238
7,152
7,124
91,192
237,72
189,209
3,140
6,43
26,203
146,223
92,179
11,2
87,27
12,108
36,108
10,64
52,1
33,30
95,8
61,16
18,226
75,122
37,232
220,202
43,133
1,2
63,176
32,234
33,11
23,35
12,95
8,190
52,1
1,1
199,223
20,56
108,10
17,11
41,51
9,216
134,60
87,168
166,73
7,24
32,210
240,1
71,16
9,96
60,145
110,74
232,163
37,27
9,1
5,101
15,154
47,233
112,12
3,175
70,3
3,55
30,17
6,247
3,48
1,32
17,107
4,42
38,231
12,12
22,95
24,109
27,196
125,171
15,149
72,174
95,180
3,2
10,143
2,5
1,6
21,188
23,197
63,19
33,107
21,175
80,2
1,62
45,64
170,102
85,48
151,104
10,133
16,2
19,4
2,167
4,10
22,228
72,227
4,173
43,59
204,86
8,244
12,104
63,220
64,161
19,171
8,253
95,62
1,8
47,1
21,94
13,220
7,30
32,50
22,60
23,42
6,242
240,84
22,201
44,85
17,9
40,148
16,91
174,99
20,211
9,18
156,238
149,136
94,72
8,66
22,58
66,186
1,1
6,247
16,146
11,71
3,45
116,216
245,159
123,55
28,22
25,62
153,26
231,167
27,134
167,1
6,96
20,26
15,187
14,26
85,219
176,223
63,85
7,216
170,4
6,194
20,250
13,174
4,149
52,1
7,10
38,105
11,38
1,7
19,103
17,252
8,70
18,13
14,175
24,246
9,55
9,21
17,156
19,20
6,46
13,48
181,147
11,222
32,17
52,1
97,245
14,67
6,61
9,170
8,226
23,14
138,119
33,253
49,10
4,5
8,163
24,27
20,146
9,204
47,67
47,73
128,20
160,18
3,45
2,14
4,96
9,11
7,24
254,152
167,54
4,1
103,66
9,161
8,193
8,253
5,145
6,64
7,152
90,57
16,178
1,7
9,62
170,187
4,214
1,1
2,1
64,126
214,238
19,88
22,26
9,79
63,238
224,56
1,123
235,36
52,20
4,7
8,203
54,132
8,137
10,66
54,240
52,1
242,135
52,1
8,82
22,37
6,212
141,56
5,159
1,6
158,248
16,252
35,49
1,7
8,128
205,12
178,33
255,47
20,48
1,71
142,211
4,8
36,44
9,9
29,234
15,75
70,217
11,245
8,137
41,41
14,111
78,1
6,133
10,132
10,213
31,158
10,200
3,46
9,129
145,49
16,151
52,1
2,63
1,4
19,97
10,86
4,110
2,57
16,172
78,12
9,37
21,43
52,1
3,30
141,53
23,128
18,180
30,59
24,49
211,136
20,115
139,239
8,47
67,141
1,47
21,105
1,1
22,33
4,31
27,209
45,138
28,215
1,5
3,26
177,113
1,5
43,1
8,50
50,114
17,168
1,2
8,107
11,13
26,89
6,48
114,204
18,45
61,186
24,237
4,17
229,198
17,21
7,67
16,89
15,246
41,23
43,1
7,163
174,2
8,75
25,221
10,161
7,65
170,61
7,1
22,229
16,22
28,60
5,77
64,170
27,72
206,68
33,37
231,101
8,175
183,15
37,167
151,197
220,101
45,245
3,69
5,96
38,79
9,69
63,40
222,171
6,213
10,109
16,7
11,206
54,131
98,17
14,64
17,65
16,188
47,151
4,83
2,8
47,43
24,42
123,33
15,152
11,162
29,19
6,86
11,49
57,19
114,80
70,35
1,1
133,16
65,42
12,13
13,66
1,157
6,228
3,243
143,8
48,251
2,22
48,250
220,73
52,0
2,137
13,220
180,31
15,9
3,202
8,10
7,200
29,59
11,137
5,211
63,247
5,55
16,94
87,26
255,241
64,186
1,1
69,58
59,78
67,224
12,232
59,212
19,236
68,167
57,85
52,1
20,164
6,56
10,158
101,45
241,5
14,151
9,248
41,238
10,199
11,124
14,250
83,170
28,26
30,37
34,25
17,190
65,155
6,15
10,61
1,19
30,99
17,10
5,92
9,131
10,182
26,67
52,1
12,189
85,157
1,29
20,191
11,248
52,171
20,26
8,70
110,161
8,192
14,194
141,18
7,31
15,233
4,50
253,10
18,227
229,98
20,84
225,24
219,77
6,235
5,79
65,247
10,200
4,94
10,240
15,171
5,169
7,68
10,62
25,201
101,2
245,139
64,243
80,192
86,30
16,214
108,66
19,44
37,126
16,105
32,247
11,239
1,104
5,24
21,204
6,83
17,119
15,35
1,36
1,1
209,51
5,86
1,1
20,243
13,229
59,3
23,161
13,141
15,243
6,6
1,5
21,176
154,98
7,25
83,48
177,29
10,81
1,2
4,201
85,18
130,118
18,59
83,1
4,73
66,50
18,4
8,83
25,14
18,8
10,164
92,38
2,1
2,223
8,13
32,174
248,54
41,149
224,9
17,15
10,16
71,176
20,161
24,31
3,93
105,211
40,36
10,244
33,155
19,108
23,43
52,1
163,51
142,16
4,49
12,197
138,97
5,25
20,216
4,36
232,1
9,222
12,1
10,234
17,221
20,72
18,256
8,101
19,237
7,221
1,5
104,111
127,214
7,15
114,203
63,173
14,76
50,99
3,118
179,9
9,40
45,2
1,35
62,1
7,255
1,23
14,205
74,222
163,256
19,5
1,1
12,179
52,217
72,158
111,208
11,184
11,196
14,136
18,161
46,209
6,164
236,57
27,224
11,83
2,2
19,97
4,188
50,207
23,81
4,255
1,237
8,237
20,214
21,41
10,4
13,197
7,207
201,24
43,159
4,115
6,177
135,19
41,124
11,103
4,221
149,26
7,44
5,123
20,48
9,212
4,1
12,240
28,9
251,177
1,5
17,42
12,166
52,1
55,1
86,134
71,169
143,194
1,46
9,6
4,1
34,196
22,250
212,127
16,62
7,134
4,237
10,52
1,1
18,91
187,98
68,106
15,5
9,218
9,198
14,242
1,219
214,16
1,1
23,113
12,250
16,141
14,110
108,184
27,57
16,123
177,251
49,105
8,27
4,15
44,201
40,173
58,216
6,80
158,77
206,7
20,164
6,200
5,222
24,41
29,144
15,120
3,52
18,64
7,83
28,210
83,37
1,7
250,9
108,243
3,10
7,64
187,234
10,7
4,188
32,51
9,56
12,147
10,119
185,15
52,1
8,189
6,200
17,31
21,138
174,120
7,46
18,220
67,51
3,42
22,12
8,26
11,100
15,20
31,20
21,57
104,155
7,30
5,15
1,4
20,212
1,1
4,7
5,27
65,214
1,32
6,63
25,141
52,1
1,32
25,236
17,228
73,75
4,138
9,162
15,120
105,110
10,251
64,181
10,57
12,81
16,63
14,176
62,193
61,115
17,146
168,186
44,10
12,191
5,187
181,17
70,1
50,40
61,64
11,104
15,97
98,202
1,1
31,171
4,48
1,2
65,247
197,13
22,42
4,50
14,133
64,223
10,164
14,8
124,3
121,56
3,139
67,192
11,154
66,132
28,31
19,219
19,111
87,224
1,1
9,210
23,1
1,6
50,135
10,23
11,44
1,1
6,162
209,119
1,1
62,116
36,237
11,32
24,30
10,32
29,3
4,245
4,6
12,102
4,45
10,218
5,63
10,147
54,25
20,71
4,158
190,135
88,134
5,182
33,40
21,19
92,101
19,46
6,39
2,5
37,29
7,85
41,20
12,81
2,3
5,42
1,1
9,152
16,173
115,200
45,101
1,7
23,45
19,24
86,104
6,75
9,75
5,60
25,163
45,92
7,68
23,156
62,161
6,186
1,19
4,11
133,8
2,1
10,116
2,26
10,207
61,58
19,7
25,103
17,170
4,100
102,192
50,182
10,164
9,107
8,106
1,1
1,2
12,110
30,94
5,23
232,196
119,110
11,241
49,94
16,49
24,110
163,34
13,161
6,11
23,254
27,18
65,209
10,211
43,154
20,190
11,26
86,9
37,168
1,22
6,79
1,1
25,68
1,6
9,66
6,70
9,22
14,103
66,215
19,147
139,235
18,164
72,149
2,220
13,166
78,58
15,160
23,86
6,46
3,67
7,160
38,118
55,169
2,43
1,1
29,210
9,6
8,145
6,124
26,84
13,54
2,27
36,174
218,34
2,1
4,70
8,60
20,254
138,194
2,25
99,32
20,33
13,10
1,10
67,185
2,11
15,39
24,30
32,247
3,37
238,96
32,6
48,10
5,141
7,123
5,38
13,148
56,7
61,241
8,45
5,79
1,7
20,171
3,1
31,77
13,83
42,217
13,110
23,75
0,33
21,14
255,115
4,45
10,239
12,123
9,205
149,91
2,2
215,1
7,1
1,1
5,16
19,112
18,45
16,46
22,12
13,113
6,122
25,15
9,34
19,10
199,43
210,128
7,161
103,240
5,159
7,7
52,1
64,27
92,6
14,159
189,115
24,140
67,98
27,36
8,102
39,89
6,4
9,13
19,84
11,60
34,33
19,213
256,85
228,83
6,85
16,207
10,72
101,116
55,36
6,49
22,36
1,100
18,78
17,16
94,132
9,40
15,53
156,113
152,7
63,152
2,10
14,19
1,195
13,83
1,7
63,184
64,250
5,53
15,147
15,209
14,59
60,42
4,31
34,140
10,254
232,107
1,11
7,70
18,58
3,118
19,1
3,162
248,228
165,147
214,52
16,213
23,123
27,140
9,64
244,9
8,130
1,54
41,8
24,29
1,82
180,2
6,95
70,1
18,143
1,36
25,63
38,153
78,1
2,111
17,16
5,33
7,71
1,3
13,156
63,225
30,237
1,2
27,159
10,240
232,14
18,234
20,252
142,11
87,18
14,41
13,117
52,1
44,152
205,99
7,34
105,137
15,83
3,23
17,24
43,228
1,95
1,7
66,105
10,138
19,159
63,56
9,81
6,191
14,193
1,7
25,223
21,222
248,53
54,129
21,12
10,81
1,7
75,66
7,166
45,42
1,3
19,255
25,27
62,149
8,24
170,24
30,24
25,26
15,1
124,50
7,235
63,147
6,91
9,154
61,44
8,245
3,124
222,54
19,11
11,247
16,192
6,77
239,9
225,171
23,156
13,20
152,115
129,1
20,25
7,75
1,1
7,79
26,168
24,165
88,5
27,120
7,143
197,15
26,90
70,141
52,1
37,40
63,173
18,12
2,7
6,223
16,170
198,96
6,95
17,12
24,192
3,17
7,158
124,151
49,188
15,63
19,208
63,219
18,167
116,15
21,94
3,36
75,68
78,1
253,254
5,13
4,3
66,193
22,227
128,119
4,72
4,15
48,39
2,32
8,91
9,9
18,74
29,182
44,129
3,59
52,76
6,93
121,31
2,100
67,162
219,1
3,47
108,100
7,19
3,123
10,57
1,1
54,20
31,136
4,18
213,184
19,1
103,30
66,94
6,44
39,147
41,17
21,56
21,244
24,15
109,108
17,221
16,66
132,38
194,183
156,107
175,37
154,170
206,9
74,7
26,243
21,18
1,6
1,3
1,1
20,3
39,210
103,101
133,69
1,1
21,22
69,172
44,237
55,57
54,172
17,15
21,151
60,200
18,14
18,78
7,31
24,139
43,190
62,133
11,81
35,50
5,116
5,55
15,96
5,55
64,32
3,59
15,193
245,206
8,166
33,135
210,85
21,174
7,50
5,42
24,241
7,255
25,9
128,10
15,200
5,48
18,37
16,24
8,191
5,30
17,67
3,32
3,88
4,65
8,60
55,219
25,123
5,1
7,84
1,30
10,107
234,75
3,7
8,9
35,137
4,18
35,189
12,182
57,198
116,185
3,33
8,32
7,143
42,46
9,27
163,99
5,45
64,159
2,6
16,37
19,172
7,110
8,79
10,195
7,171
6,80
36,72
80,241
1,7
1,32
14,210
10,131
25,82
1,1
12,102
198,115
84,96
5,222
15,9
21,9
12,1
152,245
1,2
6,7
28,17
17,237
18,14
123,34
5,54
24,20
16,230
5,118
18,91
24,46
23,187
230,76
10,13
7,51
6,62
146,81
10,244
1,1
58,27
9,10
24,233
56,29
12,204
211,8
19,163
100,127
11,95
20,11
6,182
18,55
139,175
19,237
35,206
119,93
42,115
12,217
18,10
49,135
1,1
15,96
84,4
16,202
239,57
120,50
37,171
25,75
9,101
118,55
1,1
4,1
157,99
5,254
20,136
65,156
47,7
8,254
228,72
9,61
232,11
13,156
200,1
26,18
239,96
89,70
17,31
6,138
1,116
12,64
9,52
57,52
82,46
9,157
6,158
21,39
3,44
64,97
1,33
70,15
7,155
27,184
7,42
67,151
5,27
1,11
22,46
36,138
203,47
10,173
17,42
10,21
15,61
21,30
166,13
140,50
1,1
15,5
2,7
210,82
61,235
1,20
107,82
65,169
30,8
16,226
117,109
19,192
1,6
22,26
1,29
3,115
1,32
10,209
64,153
65,179
10,27
4,1
13,26
2,4
222,50
6,79
244,82
219,219
1,30
9,229
12,16
4,11
15,137
17,19
1,1
14,28
1,26
157,24
14,60
65,2
18,14
19,32
5,13
60,3
232,16
63,181
4,59
6,62
143,101
7,229
3,15
93,57
16,219
219,112
9,108
2,5
55,11
18,139
14,13
41,59
16,63
3,147
4,17
4,80
41,172
38,35
70,50
1,2
6,128
25,39
13,109
53,239
52,1
11,223
22,13
11,203
8,73
19,40
5,31
1,7
7,181
8,213
17,57
24,90
19,69
117,65
196,29
65,178
4,63
225,67
200,207
2,32
16,23
5,210
12,28
13,236
7,162
4,33
24,33
3,81
18,18
16,141
1,28
43,87
23,43
17,27
2,26
10,50
26,152
133,93
23,129
56,6
1,1
22,15
1,7
16,149
13,211
1,7
5,212
37,32
24,14
5,33
1,112
6,88
7,88
1,7
6,27
11,224
1,7
34,165
29,75
13,165
1,6
45,15
1,95
66,210
85,21
15,9
24,64
132,156
3,102
14,4
5,96
20,149
26,6
25,81
16,40
11,184
20,3
16,83
10,145
10,25
180,28
1,121
3,50
16,191
11,48
19,116
187,2
38,42
14,38
4,22
13,31
12,180
6,47
3,76
52,2
1,7
10,223
52,1
12,220
13,254
10,244
24,26
65,129
9,9
8,16
30,203
8,39
42,204
21,27
52,1
9,39
48,80
63,163
10,201
1,1
5,98
8,59
55,229
10,187
11,100
76,17
14,193
17,116
8,101
188,233
202,20
6,7
41,71
189,107
163,42
14,99
22,118
2,8
36,193
11,211
8,17
15,12
7,82
110,51
23,215
56,186
11,174
68,20
248,30
41,13
49,11
5,179
3,16
65,195
49,11
16,51
6,174
4,51
1,126
66,206
7,20
16,99
8,30
5,169
22,206
12,7
44,61
21,29
15,239
76,45
66,149
7,210
23,246
21,133
9,163
7,46
45,91
5,227
2,52
31,67
1,1
16,195
9,200
7,151
106,95
17,13
7,103
66,222
10,239
13,219
6,42
3,39
15,70
81,163
9,100
50,62
6,153
17,247
7,146
4,1
22,164
4,1
65,191
